V1	V2	V3	V4	V5	V6
7739	1	ZNF185	Xq28	zinc finger protein 185 (LIM domain)	203585_at
7753	2	ZNF202	11q23.3	zinc finger protein 202	 204327_s_at,204329_s_at
7764	1	ZNF217	20q13.2	zinc finger protein 217	203739_at
7769	4	ZNF226	19q13.2	zinc finger protein 226	 219603_s_at,224004_at,231717_s_at,233461_x_at
7771	1	ZFP112	19q13.2	zinc finger protein 112 homolog (mouse)	222237_s_at
7786	2	MAP3K12	12q13	mitogen-activated protein kinase kinase kinase 12	 205447_s_at,205448_s_at
7874	3	USP7	16p13.3	ubiquitin specific peptidase 7 (herpes virus-associated)	 201498_at,201499_s_at,222032_s_at
7917	4	BAT3	6p21.3	HLA-B associated transcript 3	 201255_x_at,210208_x_at,213318_s_at,230513_at
8125	4	ANP32A	15q22.3-q23	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	 201038_s_at,201043_s_at,201051_at,208571_at
8140	1	SLC7A5	16q24.3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 5	201195_s_at
8195	2	MKKS	20p12	McKusick-Kaufman syndrome	 218138_at,222530_s_at
8301	5	PICALM	11q14	phosphatidylinositol binding clathrin assembly protein	 203134_at,212506_at,212511_at,215236_s_at,215832_x_at
8313	4	AXIN2	17q23-q24	axin 2	 222695_s_at,222696_at,224176_s_at,224498_x_at
8318	1	CDC45L	22q11.21	CDC45 cell division cycle 45-like (S. cerevisiae)	204126_s_at
8458	2	TTF2	1p22	transcription termination factor, RNA polymerase II	 1555307_at,204407_at
8496	5	PPFIBP1	12p11.23-p11.22	PTPRF interacting protein, binding protein 1 (liprin beta 1)	 1569464_at,203735_x_at,203736_s_at,214374_s_at,214375_at
8546	2	AP3B1	5q14.1	adaptor-related protein complex 3, beta 1 subunit	 203141_s_at,203142_s_at
8555	9	CDC14B	9q22.33	CDC14 cell division cycle 14 homolog B (S. cerevisiae)	 1553320_s_at,208022_s_at,211347_at,211348_s_at,221555_x_at,221556_at,230887_at,234605_at,234740_at
8609	3	KLF7	2q32	Kruppel-like factor 7 (ubiquitous)	 1555420_a_at,204334_at,238482_at
8664	1	EIF3D	22q13.1	eukaryotic translation initiation factor 3, subunit D	200005_at
8665	2	EIF3F	11p15.4	eukaryotic translation initiation factor 3, subunit F	 200023_s_at,200865_at
8682	2	PEA15	1q21.1	phosphoprotein enriched in astrocytes 15	 200787_s_at,200788_s_at
8705	1	B3GALT4	6p21.3	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 4	210205_at
8729	1	GBF1	10q24	golgi-specific brefeldin A resistant guanine nucleotide exchange factor 1	201439_at
8737	2	RIPK1	6p25.2	receptor (TNFRSF)-interacting serine-threonine kinase 1	 209941_at,226551_at
8760	3	CDS2	20p13	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2	 212862_at,212864_at,233630_at
8776	4	MTMR1	Xq28	myotubularin related protein 1	 213511_s_at,214975_s_at,216095_x_at,216303_s_at
8777	2	MPDZ	9p24-p22	multiple PDZ domain protein	 205079_s_at,213306_at
8848	3	TSC22D1	13q14	TSC22 domain family, member 1	 215111_s_at,235315_at,243133_at
8905	4	AP1S2	Xp22.2	adaptor-related protein complex 1, sigma 2 subunit	 203299_s_at,203300_x_at,228415_at,230264_s_at
9043	5	SPAG9	17q21.33	sperm associated antigen 9	 1554543_at,206748_s_at,212468_at,212470_at,225339_at
9060	3	PAPSS2	10q23-q24	3'-phosphoadenosine 5'-phosphosulfate synthase 2	 203058_s_at,203059_s_at,203060_s_at
9088	1	PKMYT1	16p13.3	protein kinase, membrane associated tyrosine/threonine 1	204267_x_at
9100	2	USP10	16q24.1	ubiquitin specific peptidase 10	 209136_s_at,209137_s_at
9117	6	SEC22C	3p22.1	SEC22 vesicle trafficking protein homolog C (S. cerevisiae)	 224470_at,225460_at,235120_at,236268_at,239013_at,239056_at
9147	4	SDCCAG1	14q22	serologically defined colon cancer antigen 1	 1557950_at,1558675_s_at,1569594_a_at,218649_x_at
9215	3	LARGE	22q12.3	like-glycosyltransferase	 204414_at,215538_at,215543_s_at
9217	2	VAPB	20q13.33	VAMP (vesicle-associated membrane protein)-associated protein B and C	 202549_at,202550_s_at
9240	1	PNMA1	14q24.3	paraneoplastic antigen MA1	218224_at
9249	1	DHRS3	1p36.1	dehydrogenase/reductase (SDR family) member 3	202481_at
9322	1	TRIP10	19p13.3	thyroid hormone receptor interactor 10	202734_at
9325	1	TRIP4	15q22.31	thyroid hormone receptor interactor 4	203732_at
9337	3	CNOT8	5q31-q33	CCR4-NOT transcription complex, subunit 8	 202162_s_at,202163_s_at,202164_s_at
9416	2	DDX23	12q13.12	DEAD (Asp-Glu-Ala-Asp) box polypeptide 23	 201440_at,40465_at
9425	3	CDYL	6p25.1	chromodomain protein, Y-like	 203098_at,203099_s_at,203100_s_at
9439	5	MED23	6q22.33-q24.1	mediator complex subunit 23	 218846_at,223946_at,223947_s_at,242706_s_at,242707_at
9451	2	EIF2AK3	2p12	eukaryotic translation initiation factor 2-alpha kinase 3	 218696_at,241463_at
9487	3	PIGL	17p12-p11.2	phosphatidylinositol glycan anchor biosynthesis, class L	 205873_at,213889_at,232262_at
9528	2	TMEM59	1p36-p31	transmembrane protein 59	 200620_at,241018_at
9529	3	BAG5	14q32.33	BCL2-associated athanogene 5	 202984_s_at,202985_s_at,230427_s_at
9550	2	ATP6V1G1	9q32	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G1	 208737_at,238765_at
9554	2	SEC22B	1q21.1	SEC22 vesicle trafficking protein homolog B (S. cerevisiae)	 209206_at,209207_s_at
9567	5	GTPBP1	22q13.1	GTP binding protein 1	 205274_at,205275_at,205276_s_at,219357_at,226359_at
9581	4	PREPL	2p21	prolyl endopeptidase-like	 212215_at,212216_at,212217_at,243542_at
9611	5	NCOR1	17p11.2	nuclear receptor co-repressor 1	 200854_at,200855_at,200856_x_at,200857_s_at,234313_at
9658	1	ZNF516	18q23	zinc finger protein 516	203604_at
9692	3	KIAA0391	14q13.2	KIAA0391	 202713_s_at,202714_s_at,208805_at
9715	1	FAM131B	7q34	family with sequence similarity 131, member B	205368_at
9725	5	TMEM63A	1q42.12	transmembrane protein 63A	 202699_s_at,202700_s_at,214833_at,215583_at,228549_at
9733	4	SART3	12q24.1	squamous cell carcinoma antigen recognized by T cells 3	 1554276_at,200069_at,209127_s_at,209128_s_at
9735	1	KNTC1	12q24.31	kinetochore associated 1	206316_s_at
9747	4	FAM115A	7q35	family with sequence similarity 115, member A	 204403_x_at,210529_s_at,212979_s_at,212981_s_at
9768	2	KIAA0101	15q22.31	KIAA0101	 202503_s_at,211713_x_at
9774	6	BCLAF1	6q22-q23	BCL2-associated transcription factor 1	 201083_s_at,201084_s_at,201101_s_at,214499_s_at,229454_at,239897_at
9776	3	KIAA0652	11p11.2	KIAA0652	 203363_s_at,203364_s_at,209021_x_at
9785	1	DHX38	16q21-q22.3	DEAH (Asp-Glu-Ala-His) box polypeptide 38	209178_at
9814	4	SFI1	22q12.2	Sfi1 homolog, spindle assembly associated (yeast)	 213431_x_at,214402_s_at,215699_x_at,36545_s_at
9819	4	TSC22D2	3q25.1	TSC22 domain family, member 2	 204094_s_at,210953_at,210954_s_at,215547_at
9824	1	ARHGAP11A	15q13.2	Rho GTPase activating protein 11A	204492_at
9836	2	LCMT2	15q15.3	leucine carboxyl methyltransferase 2	 204012_s_at,204013_s_at
9852	3	EPM2AIP1	3p22.1	EPM2A (laforin) interacting protein 1	 202909_at,227847_at,236314_at
9913	3	SUPT7L	2pter-p25.1	suppressor of Ty 7 (S. cerevisiae)-like	 201836_s_at,201837_s_at,201838_s_at
9918	1	NCAPD2	12p13.3	non-SMC condensin I complex, subunit D2	201774_s_at
9929	1	JOSD1	22q13.1	Josephin domain containing 1	201751_at
9960	2	USP3	15q22.3	ubiquitin specific peptidase 3	 221654_s_at,226652_at
10003	5	NAALAD2	11q14.3-q21	N-acetylated alpha-linked acidic dipeptidase 2	 1554504_at,1554506_x_at,1554507_at,222161_at,233815_at
10005	2	ACOT8	20q13.12	acyl-CoA thioesterase 8	 204212_at,236514_at
10061	4	ABCF2	7q36	ATP-binding cassette, sub-family F (GCN20), member 2	 207622_s_at,207623_at,209246_at,209247_s_at
10073	1	SNUPN	15q24.2	snurportin 1	207438_s_at
10082	2	GPC6	13q32	glypican 6	 223730_at,227059_at
10120	1	ACTR1B	2q11.1-q11.2	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)	202135_s_at
10121	2	ACTR1A	10q24.32	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	 200720_s_at,200721_s_at
10147	5	SFRS14	19p12	splicing factor, arginine/serine-rich 14	 212000_at,212001_at,213505_s_at,214092_x_at,64371_at
10164	1	CHST4	16q22.3	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 4	220446_s_at
10179	2	RBM7	11q23.1-q23.2	RNA binding motif protein 7	 218379_at,235045_at
10212	1	DDX39	19p13.12	DEAD (Asp-Glu-Ala-Asp) box polypeptide 39	201584_s_at
10252	1	SPRY1	4q28.1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)	212558_at
10300	3	KATNB1	16q13	katanin p80 (WD repeat containing) subunit B 1	 203162_s_at,203163_at,229077_at
10370	3	CITED2	6q23.3	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2	 207980_s_at,209357_at,227287_at
10432	3	RBM14	11q13.1	RNA binding motif protein 14	 1555639_a_at,204178_s_at,239635_at
10473	3	HMGN4	6p21.3	high mobility group nucleosomal binding domain 4	 202579_x_at,209786_at,209787_s_at
10512	2	SEMA3C	7q21-q31	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	 203788_s_at,203789_s_at
10529	6	NEBL	10p12	nebulette	 203961_at,203962_s_at,207279_s_at,216882_s_at,217585_at,241782_at
10541	2	ANP32B	9q22.32	acidic (leucine-rich) nuclear phosphoprotein 32 family, member B	 201305_x_at,201306_s_at
10580	4	SORBS1	10q23.3-q24.1	sorbin and SH3 domain containing 1	 211705_s_at,211819_s_at,218087_s_at,222513_s_at
10598	1	AHSA1	14q24	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	201491_at
10600	3	USP16	21q22.11	ubiquitin specific peptidase 16	 218386_x_at,222616_s_at,228822_s_at
10626	1	TRIM16	17p11.2	tripartite motif-containing 16	204341_at
10634	3	GAS2L1	22q12.2	growth arrest-specific 2 like 1	 208258_s_at,209729_at,31874_at
10657	3	KHDRBS1	1p32	KH domain containing, RNA binding, signal transduction associated 1	 200040_at,201488_x_at,214185_at
10659	7	CUGBP2	10p13	CUG triplet repeat, RNA binding protein 2	 1554569_a_at,1556323_at,202156_s_at,202157_s_at,202158_s_at,227178_at,242268_at
10672	2	GNA13	17q24.3	guanine nucleotide binding protein (G protein), alpha 13	 206917_at,224761_at
10693	1	CCT6B	17q12	chaperonin containing TCP1, subunit 6B (zeta 2)	206587_at
10743	3	RAI1	17p11.2	retinoic acid induced 1	 1552558_a_at,219830_at,226143_at
10802	3	SEC24A	5q31.1	SEC24 family, member A (S. cerevisiae)	 212900_at,212902_at,244841_at
10813	3	UTP14A	Xq25	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)	 221098_x_at,221513_s_at,221514_at
10826	3	C5orf4	5q31-q32	chromosome 5 open reading frame 4	 220751_s_at,48030_i_at,48031_r_at
10904	1	BLCAP	20q11.2-q12	bladder cancer associated protein	201032_at
10915	3	TCERG1	5q31	transcription elongation regulator 1	 202396_at,229706_at,238838_at
10933	3	MORF4L1	15q24	mortality factor 4 like 1	 217982_s_at,221381_s_at,224561_s_at
10943	3	MSL3	Xp22.3	male-specific lethal 3 homolog (Drosophila)	 207551_s_at,214009_at,236165_at
10955	4	SERINC3	20q13.1-q13.3	serine incorporator 3	 211769_x_at,221471_at,221472_at,221473_x_at
11015	3	KDELR3	22q13.1	KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 3	 204017_at,207264_at,207265_s_at
11020	3	RABL4	22q13.1	RAB, member of RAS oncogene family-like 4	 205037_at,213784_at,243812_at
11030	6	RBPMS	8p12-p11	RNA binding protein with multiple splicing	 1557223_at,207836_s_at,207837_at,209487_at,209488_s_at,231961_at
11057	6	ABHD2	15q26.1	abhydrolase domain containing 2	 205566_at,221815_at,225337_at,228490_at,63825_at,87100_at
11103	4	KRR1	12q21.2	KRR1, small subunit (SSU) processome component, homolog (yeast)	 203202_at,203203_s_at,232441_at,235038_at
11141	2	IL1RAPL1	Xp22.1-p21.3	interleukin 1 receptor accessory protein-like 1	 220663_at,222963_s_at
11142	1	PKIG	20q12-q13.1	protein kinase (cAMP-dependent, catalytic) inhibitor gamma	202732_at
11164	1	NUDT5	10p14-p13	nudix (nucleoside diphosphate linked moiety X)-type motif 5	223100_s_at
11180	2	WDR6	3p21.31	WD repeat domain 6	 217734_s_at,233573_s_at
11218	2	DDX20	1p21.1-p13.2	DEAD (Asp-Glu-Ala-Asp) box polypeptide 20	 223331_s_at,224315_at
11237	3	RNF24	20p13-p12.1	ring finger protein 24	 204668_at,204669_s_at,210706_s_at
11266	1	DUSP12	1q21-q22	dual specificity phosphatase 12	218576_s_at
11316	2	COPE	19p13.11	coatomer protein complex, subunit epsilon	 201264_at,220469_at
11321	1	GPN1	2p23.3	GPN-loop GTPase 1	209313_at
11335	3	CBX3	7p15.2	chromobox homolog 3 (HP1 gamma homolog, Drosophila)	 1555920_at,200037_s_at,201091_s_at
22826	3	DNAJC8	1p35.3	DnaJ (Hsp40) homolog, subfamily C, member 8	 205545_x_at,212490_at,212491_s_at
22936	4	ELL2	5q15	elongation factor, RNA polymerase II, 2	 214445_at,214446_at,226099_at,226982_at
22950	3	SLC4A1AP	2p23.2	solute carrier family 4 (anion exchanger), member 1, adaptor protein	 1558201_s_at,218682_s_at,242030_at
22974	1	TPX2	20q11.2	TPX2, microtubule-associated, homolog (Xenopus laevis)	210052_s_at
22978	3	NT5C2	10q24.32-q24.33	5'-nucleotidase, cytosolic II	 209155_s_at,236703_at,241778_at
22992	3	KDM2A	11q13.1	lysine (K)-specific demethylase 2A	 208987_s_at,208988_at,208989_s_at
23038	3	WDTC1	1p36.11	WD and tetratricopeptide repeats 1	 215497_s_at,216036_x_at,40829_at
23080	6	AVL9	7p14.3	AVL9 homolog (S. cerevisiase)	 1555055_at,1563452_at,212471_at,212474_at,212475_at,244355_at
23086	2	EXPH5	11q22.3	exophilin 5	 214734_at,215226_at
23111	3	SPG20	13q13.3	spastic paraplegia 20 (Troyer syndrome)	 212526_at,216965_x_at,236600_at
23157	6	6-Sep	Xq24	septin 6	 1555526_a_at,212413_at,212414_s_at,212415_at,213666_at,214298_x_at
23189	6	KANK1	9p24.3	KN motif and ankyrin repeat domains 1	 1565832_at,213005_s_at,216762_at,216763_at,237162_at,238789_at
23212	1	RRS1	8q13.1	RRS1 ribosome biogenesis regulator homolog (S. cerevisiae)	209567_at
23213	3	SULF1	8q13.2-q13.3	sulfatase 1	 212344_at,212353_at,212354_at
23234	3	DNAJC9	10q22.2	DnaJ (Hsp40) homolog, subfamily C, member 9	 213088_s_at,213092_x_at,229701_at
23276	3	KLHL18	3p21.31	kelch-like 18 (Drosophila)	 1557165_s_at,207976_at,212882_at
23291	2	FBXW11	5q35.1	F-box and WD repeat domain containing 11	 209455_at,209456_s_at
23301	2	EHBP1	2p15	EH domain binding protein 1	 212650_at,212653_s_at
23309	3	SIN3B	19p13.11	SIN3 homolog B, transcription regulator (yeast)	 209352_s_at,242129_at,39705_at
23327	3	NEDD4L	18q21	neural precursor cell expressed, developmentally down-regulated 4-like	 212445_s_at,212448_at,241396_at
23328	3	SASH1	6q24.3	SAM and SH3 domain containing 1	 213236_at,226022_at,41644_at
23341	3	DNAJC16	1p36.1	DnaJ (Hsp40) homolog, subfamily C, member 16	 212908_at,212911_at,217358_at
23363	7	OBSL1	2q35	obscurin-like 1	 212775_at,212776_s_at,213946_s_at,214928_at,227573_s_at,227574_at,238776_x_at
23381	2	SMG5	1q21.2	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans)	 212147_at,34868_at
23392	4	KIAA0368	9q31.3	KIAA0368	 212427_at,212428_at,214356_s_at,236368_at
23406	2	COTL1	16q24.1	coactosin-like 1 (Dictyostelium)	 221059_s_at,224583_at
23446	6	SLC44A1	9q31.2	solute carrier family 44, member 1	 222364_at,224595_at,224596_at,227620_at,228485_s_at,228486_at
23451	4	SF3B1	2q33.1	splicing factor 3b, subunit 1, 155kDa	 201070_x_at,201071_x_at,211185_s_at,214305_s_at
23463	3	ICMT	1p36.21	isoprenylcysteine carboxyl methyltransferase	 201609_x_at,201610_at,201611_s_at
23479	1	ISCU	12q24.1	iron-sulfur cluster scaffold homolog (E. coli)	209075_s_at
23484	2	LEPROTL1	8p21.2-p21.1	leptin receptor overlapping transcript-like 1	 202594_at,202595_s_at
23493	2	HEY2	6q21	hairy/enhancer-of-split related with YRPW motif 2	 219743_at,222921_s_at
23510	2	KCTD2	17q25.1	potassium channel tetramerisation domain containing 2	 212564_at,34858_at
23518	2	R3HDM1	2q21.3	R3H domain containing 1	 202754_at,210714_at
23528	3	ZNF281	1q32.1	zinc finger protein 281	 218401_s_at,222619_at,228785_at
23543	4	RBM9	22q13.1	RNA binding motif protein 9	 212104_s_at,213898_at,213901_x_at,216215_s_at
23580	3	CDC42EP4	17q24-q25	CDC42 effector protein (Rho GTPase binding) 4	 214721_x_at,218062_x_at,218063_s_at
23594	1	ORC6L	16q12	origin recognition complex, subunit 6 like (yeast)	219105_x_at
23635	2	SSBP2	5q14.1	single-stranded DNA binding protein 2	 203787_at,210829_s_at
23648	3	SSBP3	1p32.3	single stranded DNA binding protein 3	 217991_x_at,222482_at,223635_s_at
23657	3	SLC7A11	4q28-q32	solute carrier family 7, (cationic amino acid transporter, y+ system) member 11	 207528_s_at,209921_at,217678_at
23658	3	LSM5	7p14.3	LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae)	 202903_at,202904_s_at,211747_s_at
23678	3	SGK3	8q12.3-q13.1	serum/glucocorticoid regulated kinase family, member 3	 220038_at,227627_at,243264_s_at
23682	1	RAB38	11q14	RAB38, member RAS oncogene family	219412_at
23708	1	GSPT2	Xp11.22	G1 to S phase transition 2	205541_s_at
23731	5	C9orf5	9q31	chromosome 9 open reading frame 5	 223005_s_at,223006_s_at,223007_s_at,223008_s_at,227831_at
25820	4	ARIH1	15q24	ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)	 201878_at,201879_at,201880_at,201881_s_at
25840	3	METTL7A	12q13.13	methyltransferase like 7A	 207761_s_at,209703_x_at,211424_x_at
25879	4	WDSOF1	8q22.3	WD repeats and SOF1 domain containing	 1568840_at,220843_s_at,225676_s_at,231784_s_at
25885	1	POLR1A	2p11.2	polymerase (RNA) I polypeptide A, 194kDa	222704_at
25888	2	ZNF473	19q13.33	zinc finger protein 473	 213124_at,213130_at
25911	2	RP11-529I10.4	10q24.32	-	 1553976_a_at,226009_at
25925	2	ZNF521	18q11.2	zinc finger protein 521	 226676_at,226677_at
25932	3	CLIC4	1p36.11	chloride intracellular channel 4	 201559_s_at,201560_at,221881_s_at
25943	2	C20orf194	20p13	chromosome 20 open reading frame 194	 225825_at,226607_at
25963	4	TMEM87A	15q15.1	transmembrane protein 87A	 212202_s_at,212204_at,223771_at,223772_s_at
26000	1	TBC1D10B	16p11.2	TBC1 domain family, member 10B	220947_s_at
26003	3	GORASP2	2q31.1-q31.2	golgi reassembly stacking protein 2, 55kDa	 207812_s_at,208842_s_at,208843_s_at
26030	3	PLEKHG3	14q23.3	pleckstrin homology domain containing, family G (with RhoGef domain) member 3	 212821_at,212823_s_at,217044_s_at
26051	3	PPP1R16B	20q11.23	protein phosphatase 1, regulatory (inhibitor) subunit 16B	 212750_at,233813_at,41577_at
26088	5	GGA1	22q13.31	golgi associated, gamma adaptin ear containing, ARF binding protein 1	 1554670_at,217560_at,218114_at,45572_s_at,50277_at
26121	3	PRPF31	19q13.42	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	 202407_s_at,202408_s_at,214380_at
26133	1	TRPC4AP	20q11.22	transient receptor potential cation channel, subfamily C, member 4 associated protein	212059_s_at
26153	2	KIF26A	14q32.33	kinesin family member 26A	 232069_at,234307_s_at
26227	1	PHGDH	1p12	phosphoglycerate dehydrogenase	201397_at
26580	1	BSCL2	11q12-q13.5	Bernardinelli-Seip congenital lipodystrophy 2 (seipin)	208906_at
26959	3	HBP1	7q22-q31	HMG-box transcription factor 1	 207361_at,209102_s_at,236645_at
27000	2	DNAJC2	7q22	DnaJ (Hsp40) homolog, subfamily C, member 2	 1568884_at,213097_s_at
27063	1	ANKRD1	10q23.31	ankyrin repeat domain 1 (cardiac muscle)	206029_at
27164	3	SALL3	18q23	sal-like 3 (Drosophila)	 1553411_s_at,232847_at,243672_at
27258	1	LSM3	3p25.1	LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)	202209_at
27301	1	APEX2	Xp11.21	APEX nuclease (apurinic/apyrimidinic endonuclease) 2	204408_at
27327	6	TNRC6A	16p11.2	trinucleotide repeat containing 6A	 1553346_a_at,224704_at,224705_s_at,233836_at,234734_s_at,243834_at
27333	1	GOLIM4	3q26.2	golgi integral membrane protein 4	204324_s_at
27338	1	UBE2S	19q13.43	ubiquitin-conjugating enzyme E2S	202779_s_at
27339	1	PRPF19	11q12.2	PRP19/PSO4 pre-mRNA processing factor 19 homolog (S. cerevisiae)	203103_s_at
27343	1	POLL	10q23	polymerase (DNA directed), lambda	221049_s_at
28969	1	BZW2	7p21.1	basic leucine zipper and W2 domains 2	217809_at
28985	3	MCTS1	Xq22-q24	malignant T cell amplified sequence 1	 1558573_at,218163_at,230235_at
29028	4	ATAD2	8q24.13	ATPase family, AAA domain containing 2	 218782_s_at,222740_at,228401_at,235266_at
29035	3	C16orf72	16p13.2	chromosome 16 open reading frame 72	 1568954_s_at,225183_at,228373_at
29089	1	UBE2T	1q32.1	ubiquitin-conjugating enzyme E2T (putative)	223229_at
29100	1	TMEM208	16q22.1	transmembrane protein 208	221597_s_at
29844	1	TFPT	19q13	TCF3 (E2A) fusion partner (in childhood Leukemia)	218996_at
29922	2	NME7	1q24	non-metastatic cells 7, protein expressed in (nucleoside-diphosphate kinase)	 219553_at,227556_at
29995	3	LMCD1	3p26-p24	LIM and cysteine-rich domains 1	 218574_s_at,227317_at,242767_at
30844	4	EHD4	15q11.1	EH-domain containing 4	 1556607_at,1556608_a_at,209536_s_at,233660_at
50804	5	MYEF2	15q21.1	myelin expression factor 2	 222153_at,222771_s_at,222772_at,229464_at,232676_x_at
50808	2	AK3	9p24.1-p24.3	adenylate kinase 3	 224151_s_at,224655_at
50848	4	F11R	1q21.2-q21.3	F11 receptor	 221664_s_at,222354_at,223000_s_at,224097_s_at
51016	1	FAM158A	14q11.2	family with sequence similarity 158, member A	219203_at
51029	5	PPPDE1	1q44	PPPDE peptidase domain containing 1	 1558914_at,212371_at,219875_s_at,222158_s_at,222936_s_at
51088	2	KLHL5	4p14	kelch-like 5 (Drosophila)	 226001_at,233866_at
51098	2	IFT52	-	intraflagellar transport 52 homolog (Chlamydomonas)	 218709_s_at,233532_x_at
51101	2	FAM164A	8q21.12	family with sequence similarity 164, member A	 1560197_at,205308_at
51107	3	APH1A	1p36.13-q31.3	anterior pharynx defective 1 homolog A (C. elegans)	 1554417_s_at,218389_s_at,237327_at
51144	4	HSD17B12	11p11.2	hydroxysteroid (17-beta) dehydrogenase 12	 1554121_at,1554122_a_at,1559518_at,217869_at
51155	2	HN1	17q25.1	hematological and neurological expressed 1	 217755_at,222396_at
51188	1	SS18L2	3p21	synovial sarcoma translocation gene on chromosome 18-like 2	218283_at
51203	2	NUSAP1	15q15.1	nucleolar and spindle associated protein 1	 218039_at,219978_s_at
51231	6	VRK3	19q13	vaccinia related kinase 3	 1566700_at,1566701_at,218022_at,221998_s_at,221999_at,239190_at
51244	3	C3orf19	3p25.1	chromosome 3 open reading frame 19	 1558094_s_at,223787_s_at,225559_at
51253	1	MRPL37	1p32.1	mitochondrial ribosomal protein L37	222993_at
51260	2	CXorf26	Xq13.3	chromosome X open reading frame 26	 223294_at,224177_s_at
51264	1	MRPL27	17q21.3-q22	mitochondrial ribosomal protein L27	224330_s_at
51309	1	ARMCX1	Xq21.33-q22.2	armadillo repeat containing, X-linked 1	218694_at
51330	1	TNFRSF12A	16p13.3	tumor necrosis factor receptor superfamily, member 12A	218368_s_at
51366	4	UBR5	8q22	ubiquitin protein ligase E3 component n-recognin 5	 1555888_at,208882_s_at,208883_at,208884_s_at
51388	2	NIP7	16q22.1	nuclear import 7 homolog (S. cerevisiae)	 219031_s_at,223397_s_at
51520	4	LARS	5q32	leucyl-tRNA synthetase	 217810_x_at,222427_s_at,222428_s_at,223888_s_at
51569	3	UFM1	13q13.3	ubiquitin-fold modifier 1	 218050_at,222502_s_at,242669_at
51669	1	TMEM66	8p12	transmembrane protein 66	200847_s_at
51720	1	UIMC1	5q35.2	ubiquitin interaction motif containing 1	220746_s_at
51729	2	WBP11	12p12.3	WW domain binding protein 11	 217821_s_at,217822_at
53827	2	FXYD5	19q12-q13.1	FXYD domain containing ion transport regulator 5	 218084_x_at,224252_s_at
53904	3	MYO3A	10p11.1	myosin IIIA	 1569186_at,221400_at,244364_at
53938	1	PPIL3	2q33.1	peptidylprolyl isomerase (cyclophilin)-like 3	224364_s_at
54469	3	ZFAND6	15q25.1	zinc finger, AN1-type domain 6	 221613_s_at,222186_at,239757_at
54520	4	CCDC93	2q14.1	coiled-coil domain containing 93	 209688_s_at,209689_at,219774_at,243282_at
54537	2	FAM35A	10q23.2	family with sequence similarity 35, member A	 220547_s_at,233048_at
54555	3	DDX49	19p12	DEAD (Asp-Glu-Ala-Asp) box polypeptide 49	 210811_s_at,232915_at,31807_at
54629	2	FAM63B	15q22.1	family with sequence similarity 63, member B	 214691_x_at,37802_r_at
54700	3	RRN3	16p12	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	 216902_s_at,222204_s_at,230328_at
54808	2	DYM	18q12-q21.1	dymeclin	 220774_at,223171_at
54838	1	C10orf26	10q24.32	chromosome 10 open reading frame 26	202808_at
54839	1	LRRC49	15q23	leucine rich repeat containing 49	219338_s_at
54851	1	ANKRD49	11q21	ankyrin repeat domain 49	219069_at
54859	4	C3orf75	3p21.31	chromosome 3 open reading frame 75	 220600_at,223277_at,229863_s_at,229864_at
54904	5	WHSC1L1	8p11.2	Wolf-Hirschhorn syndrome candidate 1-like 1	 218173_s_at,221248_s_at,222544_s_at,224076_s_at,224077_at
54913	2	RPP25	15q24.1	ribonuclease P/MRP 25kDa subunit	 219143_s_at,223415_at
54925	2	ZNF434	16p13.3	zinc finger protein 434	 218937_at,220292_at
54958	1	TMEM160	19q13.32	transmembrane protein 160	219219_at
54985	2	HCFC1R1	16p13.3	host cell factor C1 regulator 1 (XPO1 dependent)	 218537_at,45714_at
55011	1	PIH1D1	19q13.33	PIH1 domain containing 1	217872_at
55012	3	PPP2R3C	14q13.2	protein phosphatase 2 (formerly 2A), regulatory subunit B'', gamma	 1569894_at,218852_at,239188_at
55015	1	PRPF39	14q21.3	PRP39 pre-mRNA processing factor 39 homolog (S. cerevisiae)	220553_s_at
55037	4	PTCD3	2p11.2	Pentatricopeptide repeat domain 3	 217895_at,228020_at,228512_at,228590_at
55072	3	RNF31	14q11.2	ring finger protein 31	 220788_s_at,225122_at,231635_x_at
55122	4	AKIRIN2	6q15	akirin 2	 213810_s_at,223143_s_at,223144_s_at,223145_s_at
