id.a	id.b	pmid	txt	db
3458	3459	7673114,10986460	Co-crystal Structure; Reconstituted Complex	BioGRID
3458	3459	10986460,12165521	-	HPRD
3458	3460	7673114	Reconstituted Complex	BioGRID
3458	3460	7673114	-	HPRD
3458	3458	10986460	Co-crystal Structure	BioGRID
3458	3458	10986460	-	HPRD
3459	3717	7673114	Affinity Capture-Western	BioGRID
3459	6775	10415122	Protein-peptide	BioGRID
3459	3716	12133952	Reconstituted Complex	BioGRID
3459	3460	7673114	-	HPRD
3460	3717	7673114	Reconstituted Complex	BioGRID
3460	3717	7514165	-	HPRD
3460	9093	11679576	Affinity Capture-Western	BioGRID
3460	9093	11679576	-	HPRD
3466	10399	12960323	Reconstituted Complex	BioGRID
3476	5515	9647778,10441131,16085932,18782753	Affinity Capture-MS; Affinity Capture-Western	BioGRID
3476	5515	9647778,10441131,11371618	-	HPRD
3476	5537	9647778,16085932	Affinity Capture-MS; Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
3476	5537	9647778	-	HPRD
3476	5531	9647778,16085932,18715871	Affinity Capture-MS; Affinity Capture-Western; Two-hybrid	BioGRID
3476	5531	9647778	-	HPRD
3476	11043	11806752	Co-localization	BioGRID
3476	11043	11806752	-	HPRD
3476	4281	11806752	Co-localization	BioGRID
3476	4281	11371618,11806752	-	HPRD
3476	10574	16085932	Affinity Capture-MS	BioGRID
3476	10575	16085932	Affinity Capture-MS	BioGRID
3476	10576	16085932	Affinity Capture-MS	BioGRID
3476	10694	16085932	Affinity Capture-MS	BioGRID
3476	22948	16085932	Affinity Capture-MS	BioGRID
3476	6950	16085932	Affinity Capture-MS	BioGRID
3476	7203	16085932	Affinity Capture-MS	BioGRID
3476	5516	18782753	Affinity Capture-MS	BioGRID
3479	3486	1383255,9446566,9497324,10823924,11600567,12735930	Affinity Capture-Western; Reconstituted Complex	BioGRID
3479	3486	11600567	-	HPRD
3479	3486	10407151	IGF-I interacts with IGFBP-3.	BIND
3479	3480	1852007	Reconstituted Complex	BioGRID
3479	3480	1852007	-	HPRD
3479	3480	15604363	IGF-I interacts with IGF-IR. This interaction was modeled on a demonstrated interaction between IGF-I from an unspecified species and human IGF-IR.	BIND
3479	3487	7683646,9722589	Reconstituted Complex	BioGRID
3479	3487	9722589	-	HPRD
3479	3487	10407151	IGF-I interacts with IGFBP-4.	BIND
3479	3490	8939990,14521955	Reconstituted Complex	BioGRID
3479	3490	8939990	-	HPRD
3479	3488	9497324	Reconstituted Complex	BioGRID
3479	3488	9497324	-	HPRD
3479	3488	10407151	IGF-I interacts with IGFBP-5.	BIND
3479	4856	10084601	Reconstituted Complex	BioGRID
3479	4856	10084601	-	HPRD
3479	3483	10823924	Affinity Capture-Western	BioGRID
3479	3483	9497324,10823924	-	HPRD
3479	3485	11063745	Co-purification	BioGRID
3479	3485	11063745	-	HPRD
3479	3485	10407151	IGF-I interacts with IGFBP-2.	BIND
3479	3547	11344214	Two-hybrid	BioGRID
3479	3547	11344214	-	HPRD
3479	7018	11749962	Reconstituted Complex	BioGRID
3479	3484	10350456	-	HPRD
3479	3484	10407151	IGF-I interacts with IGFBP-1.	BIND
3479	3489	7683646	-	HPRD
3479	3489	10407151	IGF-I interacts with IGFBP-6.	BIND
3480	3667	7559507,8776723,10082579	Affinity Capture-Western; Two-hybrid	BioGRID
3480	3667	7559507	-	HPRD
3480	3667	7541045	IGFIR interacts with IRS-1.	BIND
3480	5781	7642582,10082579	Affinity Capture-Western; Reconstituted Complex	BioGRID
3480	5781	7642582	-	HPRD
3480	5921	7642582	Affinity Capture-Western; Reconstituted Complex	BioGRID
3480	5921	7642582	-	HPRD
3480	6464	8776723,16113100	Affinity Capture-Western; Two-hybrid	BioGRID
3480	6464	7541045	IGFIR interacts with SHC.	BIND
3480	6464	8776723	-	HPRD
3480	5770	8999839	Affinity Capture-Western	BioGRID
3480	5770	8999839	-	HPRD
3480	7531	9111084	Reconstituted Complex; Two-hybrid	BioGRID
3480	7531	9111084	-	HPRD
3480	7531	9111084	IGFIR interacts with 14-3-3-epsilon isoform.  This interaction is modeled on a demonstrated interaction between human IGFIR and mouse 14-3-3-epsilon isoform	BIND
3480	3486	9389554	Co-purification	BioGRID
3480	3486	9389554	-	HPRD
3480	8503	9415396	Affinity Capture-Western; Reconstituted Complex	BioGRID
3480	8503	9415396,9524259	-	HPRD
3480	3716	9492017	Reconstituted Complex	BioGRID
3480	3716	9492017	-	HPRD
3480	3716	9492017	Phosphorylated IGF-1R-beta interacts with JAK-1.	BIND
3480	7529	9581554	Reconstituted Complex	BioGRID
3480	7529	9581554	-	HPRD
3480	7529	9581554	IGFIR interacts with 14-3-3-beta isoform. This interaction was modelled on a demonstrated interaction between human IGFIR and mouse 14-3-3-beta.	BIND
3480	8835	9727029	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
3480	8835	9727029	-	HPRD
3480	8835	9727029	Interaction of Human Suppressor of Cytokine Signaling (SOCS)-2 with the Insulin-like Growth Factor-I Receptor	BIND
3480	8651	9727029	Two-hybrid	BioGRID
3480	8651	9727029	-	HPRD
3480	8651	9727029	Insulin-like Growth Factor-I Receptor interacts with SOCS1	BIND
3480	5747	10082579	Affinity Capture-Western	BioGRID
3480	5829	10082579	Affinity Capture-Western	BioGRID
3480	9021	11071852	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
3480	9021	11071852	Suppressor of cytokine signaling (SOCS)-3 protein interacts with the insulin-like growth factor I receptor.	BIND
3480	10451	11094073	Affinity Capture-Western	BioGRID
3480	10451	11094073	-	HPRD
3480	9342	11423532	Affinity Capture-Western	BioGRID
3480	9342	11423532	-	HPRD
3480	10938	11423532	Reconstituted Complex	BioGRID
3480	10938	11423532	-	HPRD
3480	10938	11423532	EHD1 interacts with IGF-1R.	BIND
3480	23365	11724822	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
3480	23365	11724822	-	HPRD
3480	10399	11884618	Affinity Capture-Western	BioGRID
3480	10399	11884618	-	HPRD
3480	10399	11884618	IGF-IR interacts with RACK1.	BIND
3480	4734	12697834	Affinity Capture-Western	BioGRID
3480	4734	12697834	-	HPRD
3480	7532	17353931	Affinity Capture-MS	BioGRID
3480	7534	9581554	-	HPRD
3480	7534	9581554	IGFIR interacts with 14-3-3-zeta isoform.	BIND
3480	8660	9852124	-	HPRD
3480	8660	8626379	Insulin Receptor Substrate-2 Binds to the Insulin-like Growth Factor Receptor Beta subunit. This interaction is modeled on demonstrated interaction between human IGF-IR and murine IRS-2	BIND
3480	3688	11884618	beta-1 integrin interacts with IGF-IR.	BIND
3480	10135	15604363	PBEF interacts with IGF-IR. This interaction was modeled on a demonstrated interaction between PBEF from an unspecified species and human IGF-IR.	BIND
3480	3481	9972281	-	HPRD
3480	3630	1851182	-	HPRD
3480	3630	15604363	Insulin interacts with IGF-IR. This interaction was modeled on a demonstrated interaction between Insulin from an unspecified species and human IGF-IR.	BIND
3480	3480	12138114	-	HPRD
3480	5587	11884618	PKC-mu interacts with IGF-IR.	BIND
3480	8839	10358067	-	HPRD
3480	5296	7541045	IGFIR interacts with p85. This interaction was modeled on a demonstrated interaction between rat proteins.	BIND
3480	5580	11884618	PKC-delta interacts with IGF-IR.	BIND
3480	55816	12730241	-	HPRD
3480	64599	12771153	-	HPRD
3480	5295	8697095	-	HPRD
3481	3489	7683646	Reconstituted Complex	BioGRID
3481	3489	7683646	-	HPRD
3481	3489	10407151	IGF-II interacts with IGFBP-6.	BIND
3481	3490	8939990	Reconstituted Complex	BioGRID
3481	3490	8939990	-	HPRD
3481	3486	9446566,9497324,11600567,11749962	Reconstituted Complex	BioGRID
3481	3486	10407151	IGF-II interacts with IGFBP-3.	BIND
3481	3488	9497324	Reconstituted Complex	BioGRID
3481	3488	9497324	-	HPRD
3481	3488	10407151	IGF-II interacts with IGFBP-5.	BIND
3481	3487	9722589	Reconstituted Complex	BioGRID
3481	3487	9722589	-	HPRD
3481	3487	10407151	IGF-II interacts with IGFBP-4.	BIND
3481	4856	10084601	Reconstituted Complex	BioGRID
3481	4856	10084601	-	HPRD
3481	7448	10342887	Reconstituted Complex	BioGRID
3481	7448	10342887	-	HPRD
3481	3484	10810289	Reconstituted Complex	BioGRID
3481	3484	10810289	-	HPRD
3481	3484	10407151	IGF-II interacts with IGFBP-1.	BIND
3481	7018	11749962	Reconstituted Complex	BioGRID
3481	3643	9722981	-	HPRD
3481	3485	1714916,2465304,8781553	-	HPRD
3481	3485	10407151	IGF-II interacts with IGFBP-2.	BIND
3482	5329	9566979	Reconstituted Complex	BioGRID
3482	10226	9590177,10908666	Reconstituted Complex; Two-hybrid	BioGRID
3482	10226	9590177,10908666	-	HPRD
3482	10226	9590177	M6PRBP1 (TIP47) interacts with IGF2R (CI-MPR).	BIND
3482	8804	12934103	Reconstituted Complex	BioGRID
3482	8804	12934103	-	HPRD
3482	5328	9566979	-	HPRD
3482	23062	11387476	-	HPRD
3482	8839	10358067	-	HPRD
3482	26088	11387475,11390366	-	HPRD
3482	55690	9695949,11331585	-	HPRD
3482	23163	11387475	-	HPRD
3482	7391	12857727	An unspecified isoform of USF1 interacts with IGF2R promoter.	BIND
3482	7392	12857727	An unspecified isoform of USF2 interacts with IGF2R promoter.	BIND
3483	3486	9446566,9497324	Reconstituted Complex	BioGRID
3483	3486	9446566,9497324	-	HPRD
3483	3488	9497324	Reconstituted Complex	BioGRID
3483	3488	9497324,9786878	-	HPRD
3484	7018	11297622	-	HPRD
3485	7018	11297622	-	HPRD
3486	5340	9688635	Co-purification; Reconstituted Complex	BioGRID
3486	5340	9688635	-	HPRD
3486	8038	10849447,11095942	Affinity Capture-Western; Biochemical Activity; Two-hybrid	BioGRID
3486	8038	10849447	-	HPRD
3486	6256	10874028	Affinity Capture-Western; Reconstituted Complex	BioGRID
3486	6256	10874028	-	HPRD
3486	60676	11264294	Biochemical Activity	BioGRID
3486	60676	11264294	-	HPRD
3486	7018	11297622	Affinity Capture-Western; Reconstituted Complex	BioGRID
3486	7018	11297622,11749962	-	HPRD
3486	23649	16169070	Two-hybrid	BioGRID
3486	4052	12962157	-	HPRD
3486	3818	10226805	-	HPRD
3487	7018	11297622	-	HPRD
3488	5054	9202242	Affinity Capture-Western	BioGRID
3488	6696	10698186	Reconstituted Complex	BioGRID
3488	6696	10698186	-	HPRD
3488	7057	10698186	Reconstituted Complex	BioGRID
3488	7057	15700281	IGFBP-5 interacts with TS-1.	BIND
3488	8038	11095942	Biochemical Activity	BioGRID
3488	8038	11095942	-	HPRD
3488	7448	11751588	Reconstituted Complex	BioGRID
3488	7448	11751588	-	HPRD
3488	7917	16169070	Two-hybrid	BioGRID
3488	7018	11297622	-	HPRD
3489	7018	11297622	-	HPRD
3490	3630	9388210	Reconstituted Complex	BioGRID
3490	3630	9388210	-	HPRD
3490	51652	11549700	Affinity Capture-Western; Two-hybrid	BioGRID
3490	51652	11549700	-	HPRD
3490	7422	12407018	Reconstituted Complex	BioGRID
3490	7422	12407018	-	HPRD
3490	3627	12847218	-	HPRD
3490	3627	12847218	Mac25/AGM interacts with IP-10. This interaction was modeled on a demonstrated interaction between mouse Mac25/AGM and human IP-10.	BIND
3490	3624	10859029	-	HPRD
3490	6352	12847218	-	HPRD
3490	6352	12847218	Mac25/AGM interacts with RANTES. This interaction was modeled on a demonstrated interaction between mouse Mac25/AGM and human RANTES.	BIND
3490	6382	14521955	-	HPRD
3490	6366	12847218	-	HPRD
3490	6366	12847218	Mac25/AGM interacts with SLC. This interaction was modeled on a demonstrated interaction between mouse Mac25/AGM and human SLC.	BIND
3491	3685	11287419	Reconstituted Complex	BioGRID
3491	3685	11287419	-	HPRD
3491	3693	11287419	Reconstituted Complex	BioGRID
3491	3693	11287419	-	HPRD
3493	6446	17353931	Affinity Capture-MS	BioGRID
3493	80279	17353931	Affinity Capture-MS	BioGRID
3493	8099	17353931	Affinity Capture-MS	BioGRID
3494	5218	17353931	Affinity Capture-MS	BioGRID
3494	8099	17353931	Affinity Capture-MS	BioGRID
3494	9891	17353931	Affinity Capture-MS	BioGRID
3495	3495	1633267	in vitro	BioGRID
3495	3495	1633267,12023968	-	HPRD
3495	55973	12886015	-	HPRD
3495	10134	12886015	-	HPRD
3497	9092	9856836	Reconstituted Complex	BioGRID
3500	23075	10681448	-	HPRD
3500	3514	1522589,11183784	-	HPRD
3502	8517	14743216	-	HPRD
3507	55722	16189514	Two-hybrid	BioGRID
3507	7441	2117639,7961773,11564802	-	HPRD
3507	29802	7961773	-	HPRD
3507	3543	9029104	-	HPRD
3507	3512	1472500	-	HPRD
3508	51691	15231747	Two-hybrid	BioGRID
3508	51691	15231747	-	HPRD
3514	80279	17353931	Affinity Capture-MS	BioGRID
3516	4853	9032325	Two-hybrid	BioGRID
3516	4853	9032325	-	HPRD
3516	4851	9111040,12644465	Affinity Capture-Western; Reconstituted Complex	BioGRID
3516	4851	8749394,9111040,10637481	-	HPRD
3516	27044	9874765,10644367	Two-hybrid	BioGRID
3516	27044	7651391	-	HPRD
3516	9541	9874765	Two-hybrid	BioGRID
3516	9541	9874765	-	HPRD
3516	22938	10644367,10713164	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
3516	22938	10713164	-	HPRD
3516	25942	10644367	Reconstituted Complex	BioGRID
3516	8850	10747963	Affinity Capture-Western; Two-hybrid	BioGRID
3516	8850	10747963	-	HPRD
3516	9612	11404076,11509665	Two-hybrid	BioGRID
3516	9612	11509665	-	HPRD
3516	23013	12374742	Reconstituted Complex	BioGRID
3516	23013	12374742	-	HPRD
3516	51684	14611647	-	HPRD
3516	4854	11404076	-	HPRD
3537	29979	16189514	Two-hybrid	BioGRID
3537	6449	16189514	Two-hybrid	BioGRID
3543	3543	11976493	-	HPRD
3547	3625	11266516	-	HPRD
3547	25831	12421765	-	HPRD
3547	57610	12421765	-	HPRD
3549	5727	9811851	-	HPRD
3549	8643	9811851	-	HPRD
3550	10524	16169070	Two-hybrid	BioGRID
3550	23636	16169070	Two-hybrid	BioGRID
3550	5217	16169070	Two-hybrid	BioGRID
3551	3551	9346485,10807933,11585904	Affinity Capture-Western; Biochemical Activity	BioGRID
3551	3551	9346485	IKK-beta interacts with another IKK-beta.	BIND
3551	4793	9346485	Affinity Capture-Western; Biochemical Activity	BioGRID
3551	4793	9346485	IKK-beta phosphorylates I-kappa-B-beta.	BIND
3551	9020	9346485,11278268	Affinity Capture-Western; Reconstituted Complex	BioGRID
3551	9020	9346485	-	HPRD
3551	9020	9346485	IKK-beta interacts with NIK. This interaction was modeled on a demonstrated interaction between human IKK-beta and NIK from an unspecified species.	BIND
3551	4792	9346485,9751059,9891086	Biochemical Activity; Reconstituted Complex	BioGRID
3551	4792	9346485	IKK-beta interacts with and phosphorylates I-kappa-B-alpha.	BIND
3551	5591	9632806	Biochemical Activity	BioGRID
3551	8518	9751059	Affinity Capture-Western	BioGRID
3551	8518	9751059	-	HPRD
3551	8518	9751059	IKAP interacts with IKK-beta.	BIND
3551	4790	10469655,11158290	Affinity Capture-Western; Biochemical Activity	BioGRID
3551	4790	10469655|11158290	-	HPRD
3551	4296	10713178	Biochemical Activity	BioGRID
3551	4296	10713178	-	HPRD
3551	7132	10755617,11002417	Affinity Capture-Western; Biochemical Activity	BioGRID
3551	7132	10755617	-	HPRD
3551	6885	10807933	Affinity Capture-Western	BioGRID
3551	5610	10848580	Affinity Capture-Western	BioGRID
3551	5610	10848580	-	HPRD
3551	10758	10962033	Affinity Capture-Western	BioGRID
3551	10758	10962033	-	HPRD
3551	8517	11057907,11864612,11971985,12133833	Affinity Capture-Western; Co-purification	BioGRID
3551	8517	10968790	-	HPRD
3551	8517	15802604	NEMO interacts with IKK-beta.	BIND
3551	4214	11057907	Biochemical Activity	BioGRID
3551	3654	11096118	Affinity Capture-Western	BioGRID
3551	5588	11120819	Affinity Capture-Western	BioGRID
3551	5588	11120819	-	HPRD
3551	5588	15802604	PKC-theta interacts with IKK-beta.	BIND
3551	8945	11158290	Affinity Capture-Western	BioGRID
3551	7186	11359906,19150425	Affinity Capture-Western; Reconstituted Complex	BioGRID
3551	7186	11359906	-	HPRD
3551	7128	11594795	Biochemical Activity	BioGRID
3551	7128	11594795	-	HPRD
3551	11140	11864612	Co-purification; Reconstituted Complex	BioGRID
3551	11140	11864612	IKK-beta interacts with Cdc37. This interaction was modeled on a demonstrated interaction between IKK-beta from an unspecified species and human Cdc37.	BIND
3551	8202	11971985	Affinity Capture-MS; Affinity Capture-Western; Biochemical Activity; Co-fractionation; Reconstituted Complex	BioGRID
3551	8202	11971985	-	HPRD
3551	3667	12351658	Affinity Capture-Western	BioGRID
3551	10935	12492477	Affinity Capture-Western	BioGRID
3551	9175	12492477	Affinity Capture-Western	BioGRID
3551	9175	12492477	-	HPRD
3551	5495	14585847	Affinity Capture-Western; Biochemical Activity	BioGRID
3551	26133	14585990	Affinity Capture-Western	BioGRID
3551	8837	11002417	-	HPRD
3551	10010	12133833	-	HPRD
3551	3576	15494311	The IL-8 promoter interacts with IKK-beta.	BIND
3551	7278	14743216	-	HPRD
3551	347733	14743216	-	HPRD
3552	10456	11554782	Affinity Capture-Western; Far Western; Reconstituted Complex; Two-hybrid	BioGRID
3552	10456	11554782	-	HPRD
3552	10456	11554782	IL-1 NTP interacts with HAX-1.	BIND
3552	3552	11554782	Reconstituted Complex	BioGRID
3552	6284	12746488	Affinity Capture-Western	BioGRID
3552	6284	12746488	-	HPRD
3552	4692	12913118	Affinity Capture-Western; Two-hybrid	BioGRID
3552	4692	12913118	-	HPRD
3552	3556	9820540	-	HPRD
3552	4794	10998424	-	HPRD
3552	7850	7878046	-	HPRD
3553	3554	7878046	Reconstituted Complex	BioGRID
3553	3554	9062193	-	HPRD
3553	23542	10756100	Phenotypic Suppression	BioGRID
3553	7334	11057907	Phenotypic Suppression	BioGRID
3553	171392	11751921	Phenotypic Suppression	BioGRID
3553	3556	9820540	-	HPRD
3553	5657	10339575	-	HPRD
3553	7850	7878046	-	HPRD
3554	3557	9062194	Co-crystal Structure	BioGRID
3554	3557	9062194,11641511	-	HPRD
3554	5295	9360994	Affinity Capture-Western	BioGRID
3554	5295	9360994,10373529	-	HPRD
3554	3556	9371760	Affinity Capture-Western	BioGRID
3554	3556	9371760	-	HPRD
3554	3656	9374458	Affinity Capture-Western	BioGRID
3554	3656	9374458	-	HPRD
3554	4615	9374458,10854325	Affinity Capture-Western	BioGRID
3554	54472	10854325	Affinity Capture-Western	BioGRID
3554	59307	12925853	Affinity Capture-Western	BioGRID
3554	59307	12925853	-	HPRD
3554	353376	12721283	-	HPRD
3554	353376	12721283	TIRP interacts with IL-1R.	BIND
3554	84639	11278614	-	HPRD
3556	8809	8626725	Reconstituted Complex	BioGRID
3556	8809	8626725	-	HPRD
3556	3654	9371760	Affinity Capture-Western	BioGRID
3556	3654	9371760	-	HPRD
3556	6774	9923604	Affinity Capture-Western	BioGRID
3556	6774	9923604	-	HPRD
3556	54472	10854325	Affinity Capture-Western; Two-hybrid	BioGRID
3556	54472	10854325	-	HPRD
3556	5879	11416133	Affinity Capture-Western	BioGRID
3556	5879	11416133	-	HPRD
3556	114609	11544529	Phenotypic Enhancement	BioGRID
3556	4615	11544529	Phenotypic Suppression	BioGRID
3556	4615	11880380	-	HPRD
3556	7850	9862719	-	HPRD
3556	353376	12721283	TIRP interacts with IL-1RAcP.	BIND
3556	353376	12721283	-	HPRD
3556	5295	10373529	-	HPRD
3557	7850	1834644	Affinity Capture-Western	BioGRID
3557	7850	1834644	-	HPRD
3557	8658	10988299,11802774	-	HPRD
3558	50615	11418623	Affinity Capture-Western	BioGRID
3558	3561	8049354,10662798	-	HPRD
3558	3559	1993646	-	HPRD
3558	3559	2303462	IL2 interacts with IL2RA. This interaction was modeled on a demonstrated interaction between radiolabeled IL2 from an unspecified species and IL2RA from human.	BIND
3558	3560	8049354,11035066	-	HPRD
3558	3560	2303462	IL2 interacts with IL2RB.  This interaction was modeled on a demonstrated interaction between radiolabeled IL2 from an unspecified species and IL2RB from human.	BIND
3558	6464	10662798	-	HPRD
3558	8570	15175153	KSRP interacts with IL-2 3'UTR. This interaction was modeled on a demonstrated interaction between KSRP from human and IL-2 3'UTR from an unspecified species.	BIND
3558	3558	12582206	-	HPRD
3559	3559	11886175	FRET	BioGRID
3559	3559	11886175	-	HPRD
3559	3560	11886175	-	HPRD
3559	6777	10602027	-	HPRD
3559	6774	10602027	-	HPRD
3560	3716	7973658,7973659,9553136,9774657,12133952	Affinity Capture-Western; Reconstituted Complex	BioGRID
3560	3716	7973659,12133952	-	HPRD
3560	3716	12133952	IL-2R-beta interacts with Jak1.	BIND
3560	6464	8294403,10602027	Affinity Capture-Western; Reconstituted Complex	BioGRID
3560	6464	8294403,10602027	-	HPRD
3560	3717	9553136	Affinity Capture-Western	BioGRID
3560	6772	10602027	Reconstituted Complex	BioGRID
3560	6772	10602027	-	HPRD
3560	6774	10602027	Reconstituted Complex	BioGRID
3560	6774	10602027	-	HPRD
3560	6776	10602027	Reconstituted Complex	BioGRID
3560	6776	10602027	-	HPRD
3560	6777	10602027	Reconstituted Complex	BioGRID
3560	6777	10602027	-	HPRD
3560	8651	11133764	Affinity Capture-Western	BioGRID
3560	8651	11133764	-	HPRD
3560	6461	12200137	Reconstituted Complex	BioGRID
3560	6461	12200137	-	HPRD
3560	10399	12960323	Reconstituted Complex	BioGRID
3560	10399	12960323	-	HPRD
3560	10399	12960323	IL-2R-beta interacts with RACK-1.	BIND
3560	3561	11886175	-	HPRD
3560	3601	7641685	-	HPRD
3560	3932	2047859	-	HPRD
3560	5295	9774657	-	HPRD
3560	3718	7973659,9553136,10825200	-	HPRD
3560	3600	8026467,9176231	-	HPRD
3561	3718	7973658,7973659	Affinity Capture-Western	BioGRID
3561	3718	7973658	-	HPRD
3561	6464	8643566	Affinity Capture-Western	BioGRID
3561	6464	8643566	-	HPRD
3561	6461	12200137	Reconstituted Complex	BioGRID
3561	6461	12200137	-	HPRD
3561	3566	8266076	-	HPRD
3561	3600	8568232	-	HPRD
3561	3574	9010926,11858939	-	HPRD
3561	3574	8266077	IL7 interacts with IL-2R-gamma.	BIND
3561	3575	8266077	-	HPRD
3561	3581	11418623	-	HPRD
3561	3601	7641685,11418623	-	HPRD
3561	5795	12370829	-	HPRD
3561	6776	11418623	-	HPRD
3561	6772	11418623	-	HPRD
3561	3565	8266078	-	HPRD
3561	3565	9799097	IL-4 interacts with gamma-C.	BIND
3561	11060	9169421	-	HPRD
3562	3563	7957082,8649415	Reconstituted Complex	BioGRID
3562	3563	8649415|9278420	-	HPRD
3562	5293	9113989	-	HPRD
3565	3566	11786020	Co-crystal Structure	BioGRID
3565	3566	11786020	-	HPRD
3565	3566	8266078	IL4R Interacts with IL4.	BIND
3565	5293	9113989	-	HPRD
3565	3598	9130652	-	HPRD
3566	653361	10369419	Affinity Capture-Western	BioGRID
3566	6464	10652211,11714803	Affinity Capture-Western; Reconstituted Complex	BioGRID
3566	6464	10652211,11714803	-	HPRD
3566	3635	11714803	Reconstituted Complex	BioGRID
3566	3635	11714803	-	HPRD
3566	5777	11714803	Reconstituted Complex	BioGRID
3566	5777	11714803	-	HPRD
3566	5781	11714803	Reconstituted Complex	BioGRID
3566	5781	11714803	-	HPRD
3566	3716	12133952	Reconstituted Complex	BioGRID
3566	3716	12133952	-	HPRD
3566	3716	12133952	JAK1 interacts with IL4R-alpha.	BIND
3566	10399	12960323	Reconstituted Complex	BioGRID
3566	10399	12960323	-	HPRD
3566	10399	12960323	IL-4R-alpha interacts with RACK-1. This interaction was modelled on a demonstrated interaction between IL-4R-alpha from an unspecified species and human RACK-1.	BIND
3566	10425	16169070	Two-hybrid	BioGRID
3566	654817	10369419	-	HPRD
3566	8660	8954948	-	HPRD
3566	3667	8599766	-	HPRD
3566	3718	7538655	-	HPRD
3566	3597	8910586	-	HPRD
3566	3596	11709756	-	HPRD
3566	6778	8816495	IL-4 receptor-alpha interacts with STAT 6.	BIND
3567	3568	1732409,7721873,7957082	Co-fractionation; Reconstituted Complex	BioGRID
3567	3568	1495999	IL5R-alpha interacts with IL5.	BIND
3567	3568	1732409,7721873,10880230	-	HPRD
3567	3567	7534492,8483502	Affinity Capture-Western; Co-crystal Structure; Reconstituted Complex	BioGRID
3567	3567	2361960,7534492,8483502	-	HPRD
3567	6776	15735688	STAT5A interacts with IL-5 promoter.	BIND
3568	3716	9516124	Affinity Capture-Western	BioGRID
3568	3716	9516124	-	HPRD
3568	3717	9516124	Affinity Capture-Western; Reconstituted Complex	BioGRID
3568	3717	9516124	-	HPRD
3568	6386	11498591	Affinity Capture-Western; Reconstituted Complex; Two-hybrid	BioGRID
3568	6386	11498591	-	HPRD
3568	9094	12496276	Affinity Capture-Western; Two-hybrid	BioGRID
3568	9094	12496276	-	HPRD
3569	3570	2788034,12643274,14557255	Affinity Capture-Western; Reconstituted Complex	BioGRID
3569	3570	14557255	-	HPRD
3569	3570	15895091	IL6 interacts with IL6R (IL-6R-alpha)	BIND
3569	6456	16169070	Two-hybrid	BioGRID
3569	3572	14557255	-	HPRD
3569	5744	12000745	-	HPRD
3570	3572	2788034	Affinity Capture-Western	BioGRID
3570	3572	2788034	-	HPRD
3570	6774	10982829	Affinity Capture-Western	BioGRID
3570	6774	10982829	-	HPRD
3570	6714	10462375	-	HPRD
3570	9223	9169421	-	HPRD
3570	11059	9169421	-	HPRD
3570	11060	9169421	-	HPRD
3572	3977	8999038,12047380	Affinity Capture-Western	BioGRID
3572	3977	12047380	-	HPRD
3572	9180	8999038	Affinity Capture-Western	BioGRID
3572	9180	9188471	-	HPRD
3572	7409	9013873	Reconstituted Complex	BioGRID
3572	7409	9013873	-	HPRD
3572	7409	9013873	Vav interacts with gp130.	BIND
3572	6464	9126968	Affinity Capture-Western; Reconstituted Complex	BioGRID
3572	3717	9388212	Affinity Capture-Western	BioGRID
3572	5781	9388212,10946280,12403768	Affinity Capture-Western	BioGRID
3572	5781	9195977	-	HPRD
3572	7297	9388212	Affinity Capture-Western	BioGRID
3572	7297	9388212	-	HPRD
3572	3716	9388212,11468294,11742534	Affinity Capture-Western; Reconstituted Complex	BioGRID
3572	3716	11468294,11742534	-	HPRD
3572	5295	10579793	Affinity Capture-Western	BioGRID
3572	5777	10800945	Affinity Capture-Western	BioGRID
3572	5777	10800945	-	HPRD
3572	7088	12030375	Affinity Capture-Western; Two-hybrid	BioGRID
3572	7088	12030375	-	HPRD
3572	5580	12361954	Affinity Capture-Western	BioGRID
3572	5580	12361954	-	HPRD
3572	5580	12361954	PKC-delta interacts with gp130. This interaction was modelled on a demonstrated interaction between mouse PKC-delta and human gp130.	BIND
3572	6774	12361954	Affinity Capture-Western	BioGRID
3572	6774	12361954	-	HPRD
3572	6774	12361954	gp130 interacts with an unspecified isoform of Stat3.	BIND
3572	9021	12403768	Affinity Capture-Western; Reconstituted Complex	BioGRID
3572	9021	10946280,12403768	-	HPRD
3572	5294	10579793	-	HPRD
3572	5008	8999038	-	HPRD
3572	3976	12707269	-	HPRD
3572	133396	14504285,15184896	-	HPRD
3574	3575	10390077,11858939	-	HPRD
3574	3575	8266077	IL7 interacts with IL-7R-alpha.	BIND
3575	4067	7515933	-	HPRD
3575	85480	11418668	-	HPRD
3575	64109	11418668	-	HPRD
3576	3576	2184886,8077676	Reconstituted Complex	BioGRID
3576	3576	2184886	-	HPRD
3576	3579	9464567	Reconstituted Complex	BioGRID
3576	3579	8702798,9464567	-	HPRD
3576	6352	11509627	Reconstituted Complex	BioGRID
3576	6382	12902511	Reconstituted Complex	BioGRID
3576	6382	12902511	-	HPRD
3576	3577	1840701	-	HPRD
