ann.probe	fdf.pCsc	fdf.EscCsc	g.id.num	out.gid	g.sym	g.chr	g.omim	n.ann.tsp	g.name	v.pb.csc	set.a.pb	lv_set.a	nov_set.a	lv_csc_nSetA	g.lv7.ALL	g.lv6.csc.Esc	g.lv5.p.csc	g.lv3.csc	tcnd	cor.mean.csc	cor.mean.p	cor.mean.Esc
202301_s_at	0.733518883	0.535833952	1	65117	RSRC2	chr12q24.31	---	10	arginine/serine-rich coiled-coil 2	0	1	0	1	0	0	0	0	0	lg	0.207595993	0.287499662	0.390770978
211227_s_at	-0.024941688	-1.075306045	1	83259	PCDH11Y	chrYp11.2	400022	5	protocadherin 11 Y-linked	1	1	1	0	0	0	0	1	0	lg	0.174771152	0.186356621	0.408598124
232946_s_at	-0.829752737	0.522753719	1	55191	NADSYN1	chr11q13.4	608285	8	NAD synthetase 1	0	1	0	1	0	0	0	0	0	lg	0.268280908	0.312711008	0.385316362
232563_at	0.668712074	0.234135855	1	127396	ZNF684	chr1p34.2	---	2	zinc finger protein 684	0	1	0	1	0	0	0	0	0	lg	0.252755879	0.32224788	0.379085774
225694_at	0.611404401	0.501726244	1	51755	CRKRS	chr17q12	---	2	"Cdc2-related kinase, arginine/serine-rich"	0	1	0	1	0	0	0	0	0	lg	0.234671735	0.302781123	0.449970174
223015_at	0.680336101	1.081511227	1	83939	EIF2A	chr3q25.1	609234	9	"eukaryotic translation initiation factor 2A, 65kDa"	0	1	0	1	0	0	0	0	0	lg	0.266035531	0.310900998	0.393909972
231930_at	0.511594236	0.109314678	1	55531	ELMOD1	chr11q22.3	---	5	ELMO/CED-12 domain containing 1	0	1	0	1	0	0	0	0	0	lg	0.249179242	0.183022173	0.433766633
211498_s_at	-0.612981138	-1.293002375	1	4824	NKX3-1	chr8p21	602041	11	NK3 homeobox 1	0	1	0	1	0	0	0	0	0	lg	0.215188996	0.304934699	0.405440904
226273_at	0.45731864	-0.512395943	1	1184	CLCN5	chrXp11.23	300008 /// 300009 /// 300554 /// 308990 /// 310468	4	chloride channel 5	0	1	0	1	0	0	0	0	0	lg	0.282931915	0.199516045	0.28111535
240650_at	-0.526861005	-0.853880711	1	777	CACNA1E	chr1q25-q31	601013	4	"Voltage-operated calcium channel, alpha-1 subunit"	0	1	0	1	0	0	0	0	0	lg	0.244381018	0.255130712	0.41178076
244398_x_at	0.510332976	-0.340272275	1	127396	ZNF684	chr1p34.2	---	4	zinc finger protein 684	0	1	0	1	0	0	0	0	0	lg	0.245287421	0.283866996	0.316782489
200069_at	0.165361475	-0.414231852	1	9733	SART3	chr12q24.1	175900 /// 611684	2	squamous cell carcinoma antigen recognized by T cells 3	0	1	0	1	0	0	0	0	0	lg	0.220163847	0.223154799	0.402475295
217951_s_at	0.409527002	-0.712212098	1	23469	PHF3	chr6q12	607789	9	PHD finger protein 3	0	1	0	1	0	0	0	0	0	lg	0.207216732	0.262709244	0.343887068
212533_at	0.123027233	-0.045533335	1	7465	WEE1	chr11p15.3-p15.1	193525	5	WEE1 homolog (S. pombe)	0	1	0	1	0	0	0	0	0	lg	0.22359939	0.297213879	0.454969635
227804_at	-0.466831566	-0.600145892	1	116238	TLCD1	chr17q11.2	---	4	TLC domain containing 1	0	1	0	1	0	0	0	0	0	lg	0.248794042	0.320608081	0.204142393
223556_at	-0.277402774	-1.290339437	1	3070	HELLS	chr10q24.2	603946	3	"helicase, lymphoid-specific"	0	1	0	1	0	0	0	0	0	lg	0.25106659	0.211425497	0.376744865
214171_s_at	-0.164418238	-1.181476119	1	11338	U2AF2	chr19q13.42	191318	19	MmRNA for large subunit of splicing factor U2AF	0	1	0	1	0	0	0	0	0	lg	0.248072669	0.191387482	0.415645174
218752_at	0.107547156	0.834102191	1	55954	ZMAT5	chr22cen-q12.3	---	8	"zinc finger, matrin type 5"	0	1	0	1	0	0	0	0	0	lg	0.253684601	0.210437279	0.276950558
203947_at	0.052262629	-0.366336935	1	1479	CSTF3	chr11p13	600367	7	"cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa"	0	1	0	1	0	0	0	0	0	lg	0.21385288	0.237472174	0.475241935
230328_at	0.026704148	-0.453392504	3	54700   653390   730092	LOC653390 /// LOC730092 /// RRN3	chr16p11.2 /// chr16p12 /// chr16p12.1	605121	12	RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene /// RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae) pseudogene /// RRN3 RNA polymerase I transcription factor homolog (S. cerevisiae)	0	1	0	1	0	0	0	0	0	lg	0.191020357	0.246639196	0.206501149
201086_x_at	0.49406035	0.422146953	1	6651	SON	chr21q22.1-q22.2|21q22.11	182465	1	SON DNA binding protein	0	1	0	1	0	0	0	0	0	lg	0.235578921	0.290209102	0.468443646
209041_s_at	0.324618345	0.592913545	1	7327	UBE2G2	chr21q22.3	603124	11	"ubiquitin-conjugating enzyme E2G 2 (UBC7 homolog, yeast)"	0	1	0	1	0	0	0	0	0	lg	0.273143175	0.238823346	0.246681198
236477_at	0.388900926	-0.459268887	1	55660	PRPF40A	chr2q23.3	---	3	PRP40 pre-mRNA processing factor 40 homolog A (S. cerevisiae)	0	1	0	1	0	0	0	0	0	lg	0.236059678	0.316019473	0.396520833
221530_s_at	0.016907914	0.969723811	1	79365	BHLHE41	chr12p11.23-p12.1	606200	6	"basic helix-loop-helix family, member e41"	0	1	0	1	0	0	0	0	0	lg	0.252750323	0.282057675	0.284252851
218709_s_at	0.084807749	0.698489153	1	51098	IFT52	---	---	5	intraflagellar transport 52 homolog (Chlamydomonas)	0	1	0	1	0	0	0	0	0	lg	0.19714726	0.21227078	0.402402099
214499_s_at	0.446982112	0.365715536	1	9774	BCLAF1	chr6q22-q23	---	8	BCL2-associated transcription factor 1	0	1	0	1	0	0	0	0	0	lg	0.233127479	0.279325842	0.386348769
215342_s_at	0.017249131	-1.324347226	1	9910	RABGAP1L	chr1q24	609238	12	RAB GTPase activating protein 1-like	0	1	0	1	0	0	0	0	0	lg	0.222333647	0.285108631	0.353140776
210188_at	0.611809251	0.13458184	1	2551	GABPA	chr21q21-q22.1|21q21.3	600609	1	"GA binding protein transcription factor, alpha subunit 60kDa"	0	1	0	1	0	0	0	0	0	lg	0.219987145	0.227752359	0.347458629
201833_at	0.304994554	-0.201337286	1	3066	HDAC2	chr6q21	605164	7	histone deacetylase 2	0	1	0	1	0	0	0	0	0	lg	0.267624406	0.311926642	0.473437798
230318_at	-0.10335441	0.359383377	1	5265	SERPINA1	chr14q32.1	107400 /// 606963	11	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"	0	1	0	1	0	0	0	0	0	lg	0.211007924	0.218791942	0.366843886
230430_at	-0.056568573	-0.119918865	1	954	ENTPD2	chr9q34	602012	6	ectonucleoside triphosphate diphosphohydrolase 2	0	1	0	1	0	0	0	0	0	lg	0.271760244	0.233035855	0.423853304
232408_at	-0.4799883	0.177452873	1	57732	ZFYVE28	chr4p16.3	---	5	"zinc finger, FYVE domain containing 28"	0	1	0	1	0	0	0	0	0	lg	0.210379636	0.254063883	0.417711739
242727_at	0.450423295	-0.821997763	1	221079	ARL5B	chr10p12.33	608909	3	ADP-ribosylation factor-like 5B	0	1	0	1	0	0	0	0	0	lg	0.244526504	0.294820629	0.368465197
220762_s_at	-0.136504634	0.183504071	1	54584	GNB1L	chr22q11.2	610778	9	"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"	0	1	0	1	0	0	0	0	0	lg	0.226095517	0.262398502	0.198822615
222000_at	0.086181214	-0.307978322	1	339448	C1orf174	chr1p36.32	---	7	chromosome 1 open reading frame 174	0	1	0	1	0	0	0	0	0	lg	0.196120237	0.260848465	0.414201267
212629_s_at	0.487640298	0.815330117	1	5586	PKN2	chr1p22.2	602549	8	protein kinase N2	0	1	0	1	0	0	0	0	0	lg	0.223060558	0.317470761	0.323455189
206536_s_at	0.361421906	0.962104864	1	331	XIAP	chrXq25	300079 /// 300635	5	X-linked inhibitor of apoptosis	0	1	0	1	0	0	0	0	0	lg	0.255376907	0.281052818	0.279078855
210924_at	-0.544886216	-1.464565527	1	10439	OLFM1	chr9q34.3	605366	1	olfactomedin 1	0	1	0	1	0	0	0	0	0	lg	0.193121193	0.280478491	0.392914261
202654_x_at	0.751330486	0.760128829	1	64844	7-Mar	chr2q24.2	---	3	membrane-associated ring finger (C3HC4) 7	0	1	0	1	0	0	0	0	0	lg	0.202047668	0.31062901	0.326029334
1552263_at	0.355761603	-0.481729004	1	5594	MAPK1	chr22q11.2|22q11.21	176948	3	mitogen-activated protein kinase 1	0	1	0	1	0	0	0	0	0	lg	0.222304017	0.230361186	0.396952389
218626_at	0.460294068	0.256015396	1	56478	EIF4ENIF1	chr22q11.2	607445	9	eukaryotic translation initiation factor 4E nuclear import factor 1	0	1	0	1	0	0	0	0	0	lg	0.229745158	0.220812721	0.398007366
208363_s_at	0.504925704	1.04346313	1	3631	INPP4A	chr2q11.2	600916	11	"inositol polyphosphate-4-phosphatase, type I, 107kDa"	0	1	0	1	0	0	0	0	0	lg	0.255299122	0.30429476	0.227545949
209791_at	-0.635098743	-0.5922479	1	11240	PADI2	chr1p36.13	607935	2	"peptidyl arginine deiminase, type II"	0	1	0	1	0	0	0	0	0	lg	0.225112307	0.208073915	0.250348514
209704_at	0.614270553	-0.893044527	1	22823	MTF2	chr1p22.1	609882	1	metal response element binding transcription factor 2	0	1	1	0	0	0	0	0	0	lg	0.24614334	0.263524709	0.474912093
216559_x_at	0.01432044	-1.216832865	18	100128836   120364   144983   3178   391670   402112   440125   642817   643033   644037   645001   664709   728170   728643   728732   729102   729366   730246	HNRNPA1 /// HNRNPA1L2 /// HNRPA1L-2 /// LOC100128836 /// LOC120364 /// LOC391670 /// LOC402112 /// LOC440125 /// LOC642817 /// LOC643033 /// LOC644037 /// LOC645001 /// LOC728170 /// LOC728643 /// LOC728732 /// LOC729102 /// LOC729366 /// LOC730246	chr10q11.22 /// chr11p15.4 /// chr11q23.1 /// chr12q13.1 /// chr12q22 /// chr13q12.11 /// chr13q14.3 /// chr19p13.2 /// chr19q13.2 /// chr1q32.1 /// chr2q31.1 /// chr2q33.3 /// chr3p22.1 /// chr4q21.1 /// chr5q14.1 /// chr6p25.1 /// chr8q21.13 /// chrXq24	164017	34	heterogeneous nuclear ribonucleoprotein A1 /// heterogeneous nuclear ribonucleoprotein A1-like 2 /// heterogeneous nuclear ribonucleoprotein A1 pseudogene /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// hypothetical LOC642817 /// similar to Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (Single-strand binding protein) (hnRNP core protein A1) (HDP-1) (Topoisomerase-inhibitor suppressed) /// hypothetical LOC644037 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// heterogeneous nuclear ribonucleoprotein A1 pseudogene /// hypothetical LOC728732 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// similar to heterogeneous nuclear ribonucleoprotein A1 /// hypothetical LOC730246	0	1	0	1	0	0	0	0	0	lg	0.27836835	0.217905095	0.38276966
208286_x_at	0.01335933	-1.950955839	4	5460   5462   642559   645682	POU5F1 /// POU5F1P1 /// POU5F1P3 /// POU5F1P4	chr12p13.31 /// chr1q22 /// chr6p21.31 /// chr8q24.21	164177	20	POU class 5 homeobox 1 /// POU class 5 homeobox 1 pseudogene 1 /// POU class 5 homeobox 1 pseudogene 3 /// POU class 5 homeobox 1 pseudogene 4	1	1	1	0	0	1	0	0	0	lg	0.203975335	0.225932971	0.388325222
214521_at	-0.095908517	-0.436552216	1	54626	HES2	chr1p36.31-p36.11	609970	2	hairy and enhancer of split 2 (Drosophila)	0	1	0	1	0	0	0	0	0	lg	0.218079703	0.289426164	0.346070138
202069_s_at	-0.01671287	1.472401841	1	3419	IDH3A	chr15q25.1-q25.2	601149	8	isocitrate dehydrogenase 3 (NAD+) alpha	0	1	0	1	0	0	0	0	0	lg	0.263625863	0.267179562	0.373661855
219375_at	0.484857747	1.256863233	1	10390	CEPT1	chr1p13.3	---	8	choline/ethanolamine phosphotransferase 1	1	1	1	0	0	0	0	0	1	lg	0.243741638	0.277712608	0.38940469
1557798_at	-0.700293215	-0.889634419	1	10330	CNPY2	chr12q15	605861	1	Saposin-like protein	0	1	0	1	0	0	0	0	0	lg	0.151869793	0.229049931	0.259421723
214550_s_at	0.064990831	-0.534933037	1	23534	TNPO3	chr7q32.1	610032	7	transportin 3	0	1	0	1	0	0	0	0	0	lg	0.19997127	0.290174236	0.32020804
223237_x_at	-0.786323136	-0.71286179	1	160	AP2A1	chr19q13.33	601026	4	"adaptor-related protein complex 2, alpha 1 subunit"	0	1	0	1	0	0	0	0	0	lg	0.214499788	0.23136131	0.370085698
201930_at	-0.467925285	-0.838262692	1	4175	MCM6	chr2q21	223100 /// 601806 /// 606255	4	minichromosome maintenance complex component 6	0	1	0	1	0	0	0	0	0	lg	0.242666213	0.186885857	0.393274377
1564945_at	-0.294052493	-0.094519671	1	57057	TBX20	chr7p15-p14	606061 /// 611363	6	T-box 20	0	1	0	1	0	0	0	0	0	lg	0.196760395	0.201642813	0.400437038
1555594_a_at	0.206025428	1.295538094	1	4154	MBNL1	chr3q25	606516	16	muscleblind-like (Drosophila)	0	1	1	0	0	0	0	0	0	lg	0.239437533	0.261210209	0.266368266
215952_s_at	0.161426897	0.917073904	1	4946	OAZ1	chr19p13.3	601579	5	ornithine decarboxylase antizyme 1	0	1	0	1	0	0	0	0	0	lg	0.221497942	0.245031192	0.295260094
225304_s_at	-0.125980316	0.45217448	2	126328   2527	FUT5 /// NDUFA11	chr19p13.3	136835	7	"fucosyltransferase 5 (alpha (1,3) fucosyltransferase) /// NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 11, 14.7kDa"	0	1	0	1	0	0	0	0	0	lg	0.284318206	0.23832723	0.293945752
228859_at	0.485309454	-0.738041794	1	91431	LOC91431	chr4q25	---	4	prematurely terminated mRNA decay factor-like	0	1	0	1	0	0	0	0	0	lg	0.252291009	0.314690085	0.399861933
223564_s_at	0.004975529	0.189121932	1	54584	GNB1L	chr22q11.2	610778	8	"guanine nucleotide binding protein (G protein), beta polypeptide 1-like"	0	1	0	1	0	0	0	0	0	lg	0.234321843	0.27780299	0.288375358
218538_s_at	0.137375339	-1.114783519	1	57380	MRS2	chr6p22.3-p22.1	---	4	MRS2 magnesium homeostasis factor homolog (S. cerevisiae)	0	1	0	1	0	0	0	0	0	lg	0.23088256	0.188136402	0.436587096
212981_s_at	0.284349472	0.740666585	1	9747	FAM115A	chr7q35	---	1	"family with sequence similarity 115, member A"	0	1	0	1	0	0	0	0	0	lg	0.255137556	0.216090969	0.41403028
223707_at	0.166002174	-0.216934215	1	6157	RPL27A	chr11p15	603637	2	ribosomal protein L27a	0	1	0	1	0	0	0	0	0	lg	0.209795468	0.19726958	0.380698077
204553_x_at	0.560821131	0.803051894	1	3631	INPP4A	chr2q11.2	600916	7	"inositol polyphosphate-4-phosphatase, type I, 107kDa"	0	1	0	1	0	0	0	0	0	lg	0.251239897	0.283030153	0.25073942
1554271_a_at	-0.073215981	1.118298688	1	91687	CENPL	chr1q25.1	611503	10	centromere protein L	0	1	0	1	0	0	0	0	0	lg	0.236354976	0.238448518	0.295990761
219212_at	0.383971085	-0.441239085	1	51182	HSPA14	chr10p13	610369	7	heat shock 70kDa protein 14	0	1	0	1	0	0	0	0	0	lg	0.23146781	0.292652363	0.302444373
215718_s_at	0.445000464	-0.583467833	1	23469	PHF3	chr6q12	607789	4	PHD finger protein 3	0	1	0	1	0	0	0	0	0	lg	0.166815492	0.32331867	0.385681224
202347_s_at	0.103729961	-0.044839326	1	3093	UBE2K	chr4p14	602846	10	"ubiquitin-conjugating enzyme E2K (UBC1 homolog, yeast)"	0	1	0	1	0	0	0	0	0	lg	0.237557472	0.258768704	0.426117733
208720_s_at	0.452104646	0.646467527	1	9584	RBM39	chr20q11.22	604739	21	RNA binding motif protein 39	0	1	0	1	0	0	0	0	0	lg	0.195614212	0.310158457	0.457139654
202362_at	0.402952031	1.513739667	1	5906	RAP1A	chr1p13.3	179520	1	"RAP1A, member of RAS oncogene family"	1	1	1	0	0	0	0	0	1	lg	0.202167125	0.180301237	0.382294596
209632_at	0.469406978	0.340397032	1	5523	PPP2R3A	chr3q22.1	604944	5	"protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha"	0	1	0	1	0	0	0	0	0	lg	0.26406686	0.237002861	0.453426447
232364_at	-0.018115387	0.167749563	1	80204	FBXO11	chr2p16.3	607871	1	F-box protein 11	0	1	0	1	0	0	0	0	0	lg	0.213242379	0.184333508	0.273011105
211423_s_at	0.797806926	-0.024431201	1	6309	SC5DL	chr11q23.3	602286 /// 607330	6	"sterol-C5-desaturase (ERG3 delta-5-desaturase homolog, S. cerevisiae)-like"	0	1	0	1	0	0	0	0	0	lg	0.226849605	0.23485371	0.466221142
218875_s_at	0.038661107	-0.135320636	1	26271	FBXO5	chr6q25.2	606013	7	F-box protein 5	0	1	0	1	0	0	0	0	0	lg	0.280730349	0.295926027	0.385498979
231688_at	-0.358084557	-0.056687421	1	4317	MMP8	chr11q22.3	120355	1	matrix metallopeptidase 8 (neutrophil collagenase)	0	1	0	1	0	0	0	0	0	lg	0.201476537	0.154260252	0.358837291
203270_at	-0.885828289	0.189076347	2	1841   727761	DTYMK /// LOC727761	chr2q37.3	188345	7	deoxythymidylate kinase (thymidylate kinase) /// similar to Deoxythymidylate kinase (thymidylate kinase)	0	1	0	1	0	0	0	0	0	lg	0.203972332	0.266601672	0.355162432
223100_s_at	-0.291809132	-0.650366767	1	11164	NUDT5	chr10p14-p13	609230	8	nudix (nucleoside diphosphate linked moiety X)-type motif 5	0	1	0	1	0	0	0	0	0	lg	0.217281838	0.271086424	0.341365987
218241_at	0.491773835	1.292253976	1	9950	GOLGA5	chr14q32.12-q32.13	188550 /// 606918	6	"golgi autoantigen, golgin subfamily a, 5"	1	1	1	0	0	0	0	0	1	lg	0.267252853	0.189659127	0.403319836
202408_s_at	-0.577858723	-0.230976814	1	26121	PRPF31	chr19q13.42	600138 /// 606419	3	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	0	1	0	1	0	0	0	0	0	lg	0.248067703	0.222106016	0.188339376
205565_s_at	-0.620744961	-0.464537471	1	2395	FXN	chr9q13-q21.1	229300 /// 606829	8	frataxin	0	1	0	1	0	0	0	0	0	lg	0.26453207	0.278821884	0.425852552
200753_x_at	-0.243421708	0.343529207	1	6427	SFRS2	chr17q25.2	600813	6	"splicing factor, arginine/serine-rich 2"	0	1	0	1	0	0	0	0	0	lg	0.275274886	0.242317989	0.393794326
201158_at	-0.290119958	-0.20875408	1	4836	NMT1	chr17q21.31	160993	4	N-myristoyltransferase 1	0	1	0	1	0	0	0	0	0	lg	0.197272877	0.253127259	0.434657751
200853_at	-0.223782783	0.127769177	1	3015	H2AFZ	chr4q24	142763	6	"H2A histone family, member Z"	0	1	0	1	0	0	0	0	0	lg	0.247956576	0.201447634	0.423865372
202407_s_at	-0.403381363	0.715843953	1	26121	PRPF31	chr19q13.42	600138 /// 606419	8	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	0	1	0	1	0	0	0	0	0	lg	0.268290185	0.277122616	0.253667472
235537_at	0.653946193	0.067099551	1	54940	OCIAD1	chr4p11	---	3	OCIA domain containing 1	0	1	0	1	0	0	0	0	0	lg	0.215551342	0.14211245	0.167274256
208082_x_at	0.558341225	0.587482719	1	23608	MKRN1	chr7q34	607754	1	makorin ring finger protein 1	0	1	0	1	0	0	0	0	0	lg	0.239580764	0.295390393	0.298179309
226882_x_at	-0.702866446	-0.171484021	1	10785	WDR4	chr21q22.3	605924	7	WD repeat domain 4	0	1	0	1	0	0	0	0	0	lg	0.260387963	0.301041744	0.28772772
212656_at	-0.842791178	-0.678759222	1	10102	TSFM	chr12q13-q14	604723 /// 610505	8	"Ts translation elongation factor, mitochondrial"	0	1	0	1	0	0	0	0	0	lg	0.218081432	0.245613895	0.299503457
207622_s_at	-0.250610273	1.524979864	1	10061	ABCF2	chr7q36	612510	9	"ATP-binding cassette, sub-family F (GCN20), member 2"	0	1	1	0	0	0	0	0	0	lg	0.201187154	0.282433132	0.213445967
1555953_at	-0.604222658	-0.095943364	1	6573	SLC19A1	chr21q22.3	600424	1	"solute carrier family 19 (folate transporter), member 1"	0	1	0	1	0	0	0	0	0	lg	0.232261098	0.248202946	0.325030727
243296_at	0.704788634	1.410216571	1	10135	NAMPT	chr7q22.2	608764	4	"G0S9 mRNA, instability elements"	0	1	0	1	0	0	0	0	0	lg	0.24986737	0.184235614	0.343565094
226547_at	0.64115001	1.048050273	1	7994	MYST3	chr8p11	601408	6	MYST histone acetyltransferase (monocytic leukemia) 3	1	1	1	0	0	0	0	0	1	lg	0.208901521	0.287918941	0.472321201
214794_at	-0.218296393	0.836315277	1	5036	PA2G4	chr12q13.2	602145	1	"proliferation-associated 2G4, 38kDa"	0	1	0	1	0	0	0	0	0	lg	0.268171995	0.241256951	0.266287047
218201_at	-0.942081236	-0.753574176	1	4708	NDUFB2	chr7q34	603838	5	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2, 8kDa"	0	1	0	1	0	0	0	0	0	lg	0.249453076	0.170164363	0.378350433
219953_s_at	-0.240013014	0.120360149	1	56672	C11orf17	chr11p15.3	609191	7	chromosome 11 open reading frame 17	0	1	0	1	0	0	0	0	0	lg	0.219070928	0.265152994	0.435034792
204898_at	-0.770655	-0.675987628	1	8819	SAP30	chr4q34.1	603378	3	"Sin3A-associated protein, 30kDa"	0	1	0	1	0	0	0	0	0	lg	0.266917397	0.260076598	0.255237276
204081_at	-0.702498686	0.78707356	1	4900	NRGN	chr11q24	602350	5	"neurogranin (protein kinase C substrate, RC3)"	0	1	0	1	0	0	0	0	0	lg	0.292853577	0.244621941	0.370506986
203418_at	-0.38639568	-0.845886307	1	890	CCNA2	chr4q25-q31	123835	6	cyclin A2	0	1	0	1	0	0	0	0	0	lg	0.265866507	0.251451576	0.362075191
201710_at	-0.410913372	-0.731424882	1	4605	MYBL2	chr20q13.1	601415	6	v-myb myeloblastosis viral oncogene homolog (avian)-like 2	0	1	0	1	0	0	0	0	0	lg	0.280701193	0.241168978	0.328583641
209971_x_at	-0.76417081	-0.794658325	1	7965	JTV1	chr7p22	600859	8	JTV1 gene	0	1	0	1	0	0	0	0	0	lg	0.224879799	0.194967686	0.407661561
208676_s_at	-0.510236432	0.022127034	1	5036	PA2G4	chr12q13.2	602145	7	"proliferation-associated 2G4, 38kDa"	0	1	0	1	0	0	0	0	0	lg	0.270341611	0.283133784	0.380356747
211762_s_at	-0.450958331	-0.42221666	2	3838   728860	KPNA2 /// LOC728860	chr17q24.2	600685	12	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha-2 subunit like"	0	1	0	1	0	0	0	0	0	lg	0.264364528	0.237596885	0.426168185
217946_s_at	-0.487276105	-1.411145171	1	10055	SAE1	chr19q13.32	---	8	SUMO1 activating enzyme subunit 1	0	1	0	1	0	0	0	0	0	lg	0.239651642	0.240697373	0.317015482
209891_at	-0.467039046	-0.192162942	1	57405	SPC25	chr2q24.3	609395	7	"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"	0	1	0	1	0	0	0	0	0	lg	0.237066982	0.245816976	0.388213517
208931_s_at	-0.128586549	-0.300401776	1	3609	ILF3	chr19p13.2	603182	8	"interleukin enhancer binding factor 3, 90kDa"	0	1	0	1	0	0	0	0	0	lg	0.298745875	0.175865997	0.445733784
221521_s_at	-0.661241456	-0.92679324	1	51659	GINS2	chr16q24.1	610609	7	GINS complex subunit 2 (Psf2 homolog)	0	1	0	1	0	0	0	0	0	lg	0.268539771	0.21740053	0.370466061
204126_s_at	-0.436306515	0.230848573	1	8318	CDC45L	chr22q11.21	603465	14	CDC45 cell division cycle 45-like (S. cerevisiae)	0	1	0	1	0	0	0	0	0	lg	0.289131154	0.249465315	0.425908472
217968_at	-0.791470219	0.116417206	1	7260	TSSC1	chr2p25.3	608998	7	tumor suppressing subtransferable candidate 1	0	1	0	1	0	0	0	0	0	lg	0.226672324	0.285922035	0.369091468
228142_at	-0.665244779	0.760422508	1	29796	UCRC	chr22cen-q12.3	610843	3	ubiquinol-cytochrome c reductase complex (7.2 kD)	0	1	0	1	0	0	0	0	0	lg	0.258025159	0.234666145	0.297485849
200659_s_at	-1.219656257	-1.093148188	1	5245	PHB	chr17q21	176705	2	prohibitin	0	1	0	1	0	0	0	0	0	lg	0.217516527	0.280105291	0.3175844
202139_at	-0.666880612	0.838053553	1	8574	AKR7A2	chr1p36.13	603418	9	"aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)"	0	1	0	1	0	0	0	0	0	lg	0.235449024	0.246183726	0.338237743
231520_at	-0.725638627	-1.115202748	1	148641	SLC35F3	chr1q42.2	---	14	"Solute carrier family 35, member F3, mRNA (cDNA clone MGC:43868 IMAGE:5273868)"	0	1	0	1	0	0	0	0	0	lg	0.175757874	0.207616286	0.205215821
224232_s_at	-0.469678978	-0.188802074	1	27166	PRELID1	chr5q35.3	605733	8	PRELI domain containing 1	0	1	0	1	0	0	0	0	0	lg	0.242623953	0.277776406	0.420952309
208024_s_at	-0.411681625	0.739774367	2	8214   85359	DGCR6 /// DGCR6L	chr22q11 /// chr22q11.21|22q11	601279 /// 609459	14	DiGeorge syndrome critical region gene 6 /// DiGeorge syndrome critical region gene 6-like	0	1	0	1	0	0	0	0	0	lg	0.275465627	0.236205006	0.248695836
205346_at	-0.438127826	-0.667130685	1	6483	ST3GAL2	chr16q22.1	607188	6	"ST3 beta-galactoside alpha-2,3-sialyltransferase 2"	0	1	0	1	0	0	0	0	0	lg	0.210094272	0.258778967	0.317036852
1554239_s_at	-0.665120805	1.217234949	1	284273	ZADH2	chr18q22.3	---	6	zinc binding alcohol dehydrogenase domain containing 2	0	1	1	0	0	0	0	0	0	lg	0.248567627	0.249690539	0.208414114
201804_x_at	-0.485825487	-0.917088019	1	1155	TBCB	chr19q13.11-q13.12	601303	7	tubulin folding cofactor B	0	1	0	1	0	0	0	0	0	lg	0.236304854	0.170257865	0.355069915
213937_s_at	-0.303530697	0.855346257	1	24140	FTSJ1	chrXp11.23	300499 /// 309549	9	FtsJ homolog 1 (E. coli)	0	1	0	1	0	0	0	0	0	lg	0.226626527	0.266018079	0.366579345
200658_s_at	-0.6233431	-0.468396395	1	5245	PHB	chr17q21	176705	5	prohibitin	0	1	0	1	0	0	0	0	0	lg	0.257685186	0.270793003	0.348344635
213750_at	0.358187162	1.392099671	1	26156	RSL1D1	chr16p13.13	---	3	ribosomal L1 domain containing 1	0	1	0	1	0	0	0	0	0	lg	0.274468169	0.268751844	0.318617742
211072_x_at	-0.637622178	-0.293479621	1	10376	TUBA1B	chr12q13.12	602530	21	"tubulin, alpha 1b"	0	1	0	1	0	0	0	0	0	lg	0.271301449	0.188513914	0.354292532
213911_s_at	-0.184291531	0.236233866	1	3015	H2AFZ	chr4q24	142763	7	"H2A histone family, member Z"	0	1	0	1	0	0	0	0	0	lg	0.249680904	0.206057279	0.425161831
203405_at	-0.496673281	-0.205698676	1	8624	PSMG1	chr21q22.3	605296	4	"proteasome (prosome, macropain) assembly chaperone 1"	0	1	0	1	0	0	0	0	0	lg	0.249320791	0.262617787	0.369443872
