gnr.pb	gnr.id	gnr.sym	gnr.chr	l.cnt	l.type.cnt	l.cond.cnt	or	lung	gbm	atrt	br	cn	snail	sf	gnr.name
200980_s_at	5160	PDHA1	chrXp22.2-p22.1	1	1	0	0	0	0	0	1	0	0	0	pyruvate dehydrogenase (lipoamide) alpha 1
231906_at	3234	HOXD8	chr2q31.1	1	1	0	0	0	0	0	1	0	0	0	homeobox D8
1555517_at	2567	GABRG3	chr15q12	1	1	0	0	0	0	0	1	0	0	0	gamma-aminobutyric acid (GABA) A receptor, gamma 3
221964_at	7289	TULP3	chr12p13.3	1	1	0	0	0	0	0	1	0	0	0	tubby like protein 3
228720_at	57537	SORCS2	chr4p16.1	1	1	0	0	0	0	0	1	0	0	0	sortilin-related VPS10 domain containing receptor 2
212909_at	116372	LYPD1	chr2q21.2	1	1	0	0	0	0	0	1	0	0	0	LY6/PLAUR domain containing 1
230982_at	6656	SOX1	chr13q34	1	1	0	0	0	0	0	1	0	0	0	SRY (sex determining region Y)-box 1 (SOX1), mRNA
201368_at	678	ZFP36L2	chr2p22.3-p21	1	1	0	0	0	0	0	1	0	0	0	zinc finger protein 36, C3H type-like 2
213849_s_at	5521	PPP2R2B	chr5q31-q32	1	1	0	0	0	0	0	1	0	0	0	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform
208349_at	8989	TRPA1	chr8q13	1	1	0	0	0	0	0	1	0	0	0	transient receptor potential cation channel, subfamily A, member 1
201268_at	4830   4831   654364	NME1 /// NME1-NME2 /// NME2	chr17q21.3	1	1	0	0	0	0	0	1	0	0	0	non-metastatic cells 1, protein (NM23A) expressed in /// NME1-NME2 readthrough transcript /// non-metastatic cells 2, protein (NM23B) expressed in
204069_at	4211	MEIS1	chr2p14-p13	1	1	0	0	0	0	0	1	0	0	0	Meis homeobox 1
240990_at	5868	RAB5A	chr3p24-p22	1	1	0	0	0	0	0	1	0	0	0	Cervical cancer oncogene 10 protein (HCC-10)
213030_s_at	5362	PLXNA2	chr1q32.2	1	1	0	0	0	0	0	1	0	0	0	plexin A2
201983_s_at	1956	EGFR	chr7p12	1	1	0	0	0	0	0	1	0	0	0	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)
1560300_a_at	63947   728656	DMRTC1 /// DMRTC1B	chrXq13.1	1	1	0	0	0	0	0	1	0	0	0	DMRT-like family C1 /// DMRT-like family C1B
1553234_at	170692	ADAMTS18	chr16q23	1	1	0	0	0	0	0	1	0	0	0	ADAM metallopeptidase with thrombospondin type 1 motif, 18
202155_s_at	8021	NUP214	chr9q34.1	1	1	0	0	0	0	0	1	0	0	0	nucleoporin 214kDa
1568954_s_at	29035	C16orf72	chr16p13.2	1	1	0	0	0	0	0	1	0	0	0	chromosome 16 open reading frame 72
206208_at	762	CA4	chr17q23	1	1	0	0	0	0	0	1	0	0	0	carbonic anhydrase IV
203940_s_at	22846	VASH1	chr14q24.3	1	1	0	0	0	0	0	1	0	0	0	vasohibin 1
204597_x_at	6781	STC1	chr8p21-p11.2	1	1	0	0	0	0	0	1	0	0	0	stanniocalcin 1
227933_at	84894	LINGO1	chr15q24.3	1	1	0	0	0	0	0	1	0	0	0	leucine rich repeat and Ig domain containing 1
212727_at	1741	DLG3	chrXq13.1	1	1	0	0	0	0	0	1	0	0	0	discs, large homolog 3 (Drosophila)
224177_s_at	51260	CXorf26	chrXq13.3	1	1	0	0	0	0	0	1	0	0	0	chromosome X open reading frame 26
201988_s_at	1389	CREBL2	chr12p13	1	1	0	0	0	0	0	1	0	0	0	cAMP responsive element binding protein-like 2
201484_at	6827	SUPT4H1	chr17q21-q23	1	1	0	0	0	0	0	1	0	0	0	suppressor of Ty 4 homolog 1 (S. cerevisiae)
204753_s_at	3131	HLF	chr17q22	1	1	0	0	0	0	0	1	0	0	0	hepatic leukemia factor
204061_at	5613	PRKX	chrXp22.3	1	1	0	0	0	0	0	1	0	0	0	protein kinase, X-linked
218450_at	50865	HEBP1	chr12p13.1	1	1	0	0	0	0	0	1	0	0	0	heme binding protein 1
221194_s_at	51136	RNFT1	chr17q23.1	1	1	0	0	0	0	0	1	0	0	0	ring finger protein, transmembrane 1
206069_s_at	33	ACADL	chr2q34-q35	1	1	0	0	0	0	0	1	0	0	0	acyl-Coenzyme A dehydrogenase, long chain
222876_s_at	55803	ADAP2	chr17q11.2	1	1	0	0	0	0	0	1	0	0	0	ArfGAP with dual PH domains 2
205037_at	11020	RABL4	chr22q13.1	1	1	0	0	0	0	0	1	0	0	0	RAB, member of RAS oncogene family-like 4
226216_at	3643	INSR	chr19p13.3-p13.2	1	1	0	0	0	0	0	1	0	0	0	insulin receptor
206209_s_at	762	CA4	chr17q23	1	1	0	0	0	0	0	1	0	0	0	carbonic anhydrase IV
221620_s_at	79135	APOO	chrXp22.11	1	1	0	0	0	0	0	1	0	0	0	apolipoprotein O
222188_at	51531	C9orf156	chr9q22.33	1	1	0	0	0	0	0	1	0	0	0	chromosome 9 open reading frame 156
205608_s_at	284	ANGPT1	chr8q22.3-q23	1	1	0	0	0	0	0	1	0	0	0	angiopoietin 1
222619_at	23528	ZNF281	chr1q32.1	1	1	0	0	0	0	0	1	0	0	0	zinc finger protein 281
202681_at	7375	USP4	chr3p21.3	1	1	0	0	0	0	0	1	0	0	0	ubiquitin specific peptidase 4 (proto-oncogene)
229392_s_at	5296	PIK3R2	chr19q13.2-q13.4	1	1	0	0	0	0	0	1	0	0	0	P85 beta subunit of phosphatidyl-inositol-3-kinase
204023_at	5984	RFC4	chr3q27	1	1	0	0	0	0	0	1	0	0	0	replication factor C (activator 1) 4, 37kDa
1554571_at	54518	APBB1IP	chr10p12.1	1	1	0	0	0	0	0	1	0	0	0	amyloid beta (A4) precursor protein-binding, family B, member 1 interacting protein
209503_s_at	5705	PSMC5	chr17q23-q25	1	1	0	0	0	0	0	1	0	0	0	proteasome (prosome, macropain) 26S subunit, ATPase, 5
204604_at	5218	PFTK1	chr7q21-q22	1	1	0	0	0	0	0	1	0	0	0	PFTAIRE protein kinase 1
1559891_at	8091	HMGA2	chr12q15	1	1	0	0	0	0	0	1	0	0	0	high mobility group AT-hook 2
242854_x_at	8847	DLEU2	chr13q14.3	1	1	0	0	0	0	0	1	0	0	0	deleted in lymphocytic leukemia 2 (non-protein coding)
244097_at	1380	CR2	chr1q32	1	1	0	0	0	0	0	1	0	0	0	complement component (3d/Epstein Barr virus) receptor 2
231736_x_at	4257	MGST1	chr12p12.3-p12.1	1	1	0	0	0	0	0	1	0	0	0	microsomal glutathione S-transferase 1
204212_at	10005	ACOT8	chr20q13.12	1	1	0	0	0	0	0	1	0	0	0	acyl-CoA thioesterase 8
201422_at	10437	IFI30	chr19p13.1	1	1	0	0	0	0	0	1	0	0	0	interferon, gamma-inducible protein 30
220116_at	3781	KCNN2	chr5q22.3	1	1	0	0	0	0	0	1	0	0	0	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 2
213110_s_at	1287	COL4A5	chrXq22	1	1	0	0	0	0	0	1	0	0	0	collagen, type IV, alpha 5
1552714_at	200407	CREG2	chr2q11.2	1	1	0	0	0	0	0	1	0	0	0	cellular repressor of E1A-stimulated genes 2
240337_at	387	RHOA	chr3p21.3	1	1	0	0	0	0	0	1	0	0	0	Rho mRNA (clone 12)
204060_s_at	5613   5616	PRKX /// PRKY	chrXp22.3 /// chrYp11.2	1	1	0	0	0	0	0	1	0	0	0	protein kinase, X-linked /// protein kinase, Y-linked
203891_s_at	1613	DAPK3	chr19p13.3	1	1	0	0	0	0	0	1	0	0	0	death-associated protein kinase 3
207329_at	4317	MMP8	chr11q22.3	1	1	0	0	0	0	0	1	0	0	0	matrix metallopeptidase 8 (neutrophil collagenase)
203838_s_at	10188	TNK2	chr3q29	1	1	0	0	0	0	0	1	0	0	0	tyrosine kinase, non-receptor, 2
208272_at	8498	RANBP3	chr19p13.3	1	1	0	0	0	0	0	1	0	0	0	RAN binding protein 3
207886_s_at	799	CALCR	chr7q21.3	1	1	0	0	0	0	0	1	0	0	0	calcitonin receptor
213293_s_at	10346	TRIM22	chr11p15	1	1	0	0	0	0	0	1	0	0	0	tripartite motif-containing 22
215485_s_at	3383	ICAM1	chr19p13.3-p13.2	1	1	0	0	0	0	0	1	0	0	0	intercellular adhesion molecule 1
214366_s_at	240	ALOX5	chr10q11.2	1	1	0	0	0	0	0	1	0	0	0	arachidonate 5-lipoxygenase
226810_at	79627	OGFRL1	chr6q13	1	1	0	0	0	0	0	1	0	0	0	opioid growth factor receptor-like 1
225459_at	154810	AMOTL1	chr11q14.3	1	1	0	0	0	0	0	1	0	0	0	angiomotin like 1
242410_s_at	777	CACNA1E	chr1q25-q31	1	1	0	0	0	0	0	1	0	0	0	calcium channel, voltage-dependent, R type, alpha 1E subunit
212157_at	6383	SDC2	chr8q22-q23	1	1	0	0	0	0	0	1	0	0	0	syndecan 2
226462_at	29091	STXBP6	chr14q12	1	1	0	0	0	0	0	1	0	0	0	syntaxin binding protein 6 (amisyn)
218937_at	54925	ZNF434	chr16p13.3	1	1	0	0	0	0	0	1	0	0	0	zinc finger protein 434
241902_at	283078	MKX	chr10p12.1	1	1	0	0	0	0	0	1	0	0	0	mohawk homeobox
60084_at	1540	CYLD	chr16q12.1	1	1	0	0	0	0	0	1	0	0	0	cylindromatosis (turban tumor syndrome)
233430_at	55633	TBC1D22B	chr6p21.2	1	1	0	0	0	0	0	1	0	0	0	CDNA FLJ39021 fis, clone NT2RP7003688, moderately similar to Gtpase activating protein for Ypt1p; Gyp1p
211502_s_at	5218	PFTK1	chr7q21-q22	1	1	0	0	0	0	0	1	0	0	0	PFTAIRE protein kinase 1
202716_at	5770	PTPN1	chr20q13.1-q13.2	1	1	0	0	0	0	0	1	0	0	0	protein tyrosine phosphatase, non-receptor type 1
232275_s_at	266722	HS6ST3	chr13q32.1	1	1	0	0	0	0	0	1	0	0	0	heparan sulfate 6-O-sulfotransferase 3
212158_at	6383	SDC2	chr8q22-q23	1	1	0	0	0	0	0	1	0	0	0	syndecan 2
201966_at	4720	NDUFS2	chr1q23	1	1	0	0	0	0	0	1	0	0	0	NADH dehydrogenase (ubiquinone) Fe-S protein 2, 49kDa (NADH-coenzyme Q reductase)
216561_x_at	6660	SOX5	chr12p12.1	1	1	0	0	0	0	0	1	0	0	0	SRY (sex determining region Y)-box 5
223049_at	2885	GRB2	chr17q24-q25	1	1	0	0	0	0	0	1	0	0	0	growth factor receptor-bound protein 2
218039_at	51203	NUSAP1	chr15q15.1	1	1	0	0	0	0	0	1	0	0	0	nucleolar and spindle associated protein 1
225661_at	3454	IFNAR1	chr21q22.1|21q22.11	1	1	0	0	0	0	0	1	0	0	0	interferon (alpha, beta and omega) receptor 1
209069_s_at	3020   3021   440926	H3F3A /// H3F3B /// LOC440926	chr17q25 /// chr1q41 /// chr2q31.1	1	1	0	0	0	0	0	1	0	0	0	H3 histone, family 3A /// H3 histone, family 3B (H3.3B) /// H3 histone, family 3A pseudogene
201483_s_at	6827	SUPT4H1	chr17q21-q23	1	1	0	0	0	0	0	1	0	0	0	suppressor of Ty 4 homolog 1 (S. cerevisiae)
232636_at	139065	SLITRK4	chrXq27.3	1	1	0	0	0	0	0	1	0	0	0	SLIT and NTRK-like family, member 4
231325_at	137970	UNC5D	chr8p12	1	1	0	0	0	0	0	1	0	0	0	CDNA FLJ34994 fis, clone OCBBF2011283
242767_at	29995	LMCD1	chr3p26-p24	1	1	0	0	0	0	0	1	0	0	0	CDNA FLJ52480 complete cds, highly similar to LIM and cysteine-rich domains protein 1
209716_at	1435	CSF1	chr1p21-p13	1	1	0	0	0	0	0	1	0	0	0	colony stimulating factor 1 (macrophage)
209517_s_at	9070	ASH2L	chr8p11.2	1	1	0	0	0	0	0	1	0	0	0	ash2 (absent, small, or homeotic)-like (Drosophila)
223849_s_at	4343	MOV10	chr1p13.2	1	1	0	0	0	0	0	1	0	0	0	Mov10, Moloney leukemia virus 10, homolog (mouse)
206009_at	3680	ITGA9	chr3p21.3	1	1	0	0	0	0	0	1	0	0	0	integrin, alpha 9
205614_x_at	4485	MST1	chr3p21	1	1	0	0	0	0	0	1	0	0	0	macrophage stimulating 1 (hepatocyte growth factor-like)
219368_at	4674	NAP1L2	chrXq13	1	1	0	0	0	0	0	1	0	0	0	nucleosome assembly protein 1-like 2
222427_s_at	51520	LARS	chr5q32	1	1	0	0	0	0	0	0	1	0	0	leucyl-tRNA synthetase
216061_x_at	5155	PDGFB	chr22q12.3-q13.1|22q13.1	1	1	0	0	0	0	0	0	1	0	0	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)
202441_at	10613	ERLIN1	chr10q21-q22	1	1	0	0	0	0	0	0	1	0	0	ER lipid raft associated 1
202912_at	133	ADM	chr11p15.4	1	1	0	0	0	0	0	0	1	0	0	adrenomedullin
229519_at	8087	FXR1	chr3q28	1	1	0	0	0	0	0	0	1	0	0	fragile X mental retardation, autosomal homolog 1
205245_at	50855	PARD6A	chr16q22.1	1	1	0	0	0	0	0	0	1	0	0	par-6 partitioning defective 6 homolog alpha (C. elegans)
212215_at	9581	PREPL	chr2p21	1	1	0	0	0	0	0	0	1	0	0	prolyl endopeptidase-like
208579_x_at	54145	H2BFS	chr21q22.3	1	1	0	0	0	0	0	0	1	0	0	H2B histone family, member S
202043_s_at	6611	SMS	chrXp22.1	1	1	0	0	0	0	0	0	1	0	0	spermine synthase
200033_at	1655	DDX5	chr17q21	1	1	0	0	0	0	0	0	1	0	0	DEAD (Asp-Glu-Ala-Asp) box polypeptide 5
213538_at	6651	SON	chr21q22.1-q22.2|21q22.11	1	1	0	0	0	0	0	0	1	0	0	SON DNA binding protein
203361_s_at	26292	MYCBP	chr1p33-p32.2	1	1	0	0	0	0	0	0	1	0	0	c-myc binding protein
202032_s_at	4122	MAN2A2	chr15q26.1	1	1	0	0	0	0	0	0	1	0	0	mannosidase, alpha, class 2A, member 2
213112_s_at	8878	SQSTM1	chr5q35	1	1	0	0	0	0	0	0	1	0	0	sequestosome 1
228988_at	7552	ZNF711	chrXq21.1-q21.2	1	1	0	0	0	0	0	0	1	0	0	zinc finger protein 711
209119_x_at	7026	NR2F2	chr15q26	1	1	0	0	0	0	0	0	1	0	0	nuclear receptor subfamily 2, group F, member 2
201447_at	7072	TIA1	chr2p13	1	1	0	0	0	0	0	0	1	0	0	TIA1 cytotoxic granule-associated RNA binding protein
201129_at	6432	SFRS7	chr2p22.1	1	1	0	0	0	0	0	0	1	0	0	splicing factor, arginine/serine-rich 7, 35kDa
203957_at	1876	E2F6	chr2p25.1	1	1	0	0	0	0	0	0	1	0	0	E2F transcription factor 6
217398_x_at	2597	GAPDH	chr12p13	1	1	0	0	0	0	0	0	1	0	0	glyceraldehyde-3-phosphate dehydrogenase
216224_s_at	10013	HDAC6	chrXp11.23	1	1	0	0	0	0	0	0	1	0	0	histone deacetylase 6
222428_s_at	51520	LARS	chr5q32	1	1	0	0	0	0	0	0	1	0	0	leucyl-tRNA synthetase
201969_at	4678	NASP	chr1p34.1	1	1	0	0	0	0	0	0	1	0	0	nuclear autoantigenic sperm protein (histone-binding)
205105_at	4124	MAN2A1	chr5q21-q22	1	1	0	0	0	0	0	0	1	0	0	mannosidase, alpha, class 2A, member 1
AFFX-HUMGAPDH/M33197_3_at	2597	GAPDH	chr12p13	1	1	0	0	0	0	0	0	1	0	0	glyceraldehyde-3-phosphate dehydrogenase
204101_at	4534	MTM1	chrXq28	1	1	0	0	0	0	0	0	1	0	0	myotubularin 1
202699_s_at	9725	TMEM63A	chr1q42.12	1	1	0	0	0	0	0	0	1	0	0	transmembrane protein 63A
207781_s_at	7552	ZNF711	chrXq21.1-q21.2	1	1	0	0	0	0	0	0	1	0	0	zinc finger protein 711
213843_x_at	6535	SLC6A8	chrXq28	1	1	0	0	0	0	0	0	1	0	0	solute carrier family 6 (neurotransmitter transporter, creatine), member 8
212217_at	9581	PREPL	chr2p21	1	1	0	0	0	0	0	0	1	0	0	prolyl endopeptidase-like
235103_at	4124	MAN2A1	chr5q21-q22	1	1	0	0	0	0	0	0	1	0	0	mannosidase, alpha, class 2A, member 1
209075_s_at	23479	ISCU	chr12q24.1	1	1	0	0	0	0	0	0	1	0	0	iron-sulfur cluster scaffold homolog (E. coli)
205080_at	5915	RARB	chr3p24	1	1	0	0	0	0	0	0	1	0	0	retinoic acid receptor, beta
203973_s_at	1052	CEBPD	chr8p11.2-p11.1	1	1	0	0	0	0	0	0	1	0	0	CCAAT/enhancer binding protein (C/EBP), delta
208546_x_at	3017   3018   440686   8339   8341   8343   8344   8345   8346   8347   8349   85236   8970	HIST1H2BB /// HIST1H2BC /// HIST1H2BD /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BH /// HIST1H2BI /// HIST1H2BJ /// HIST1H2BK /// HIST1H2BN /// HIST2H2BE /// HIST2H3PS2	chr1q21-q23 /// chr1q21.1 /// chr6p21.3 /// chr6p21.33 /// chr6p22-p21.3 /// chr6p22.1	1	1	0	0	0	0	0	0	1	0	0	histone cluster 1, H2bb /// histone cluster 1, H2bc /// histone cluster 1, H2bd /// histone cluster 1, H2be /// histone cluster 1, H2bf /// histone cluster 1, H2bg /// histone cluster 1, H2bh /// histone cluster 1, H2bi /// histone cluster 1, H2bj /// histone cluster 1, H2bk /// histone cluster 1, H2bn /// histone cluster 2, H2be /// histone cluster 2, H3, pseudogene 2
203843_at	6197	RPS6KA3	chrXp22.2-p22.1	1	1	0	0	0	0	0	0	1	0	0	ribosomal protein S6 kinase, 90kDa, polypeptide 3
224848_at	1021	CDK6	chr7q21-q22	1	1	0	0	0	0	0	0	1	0	0	cyclin-dependent kinase 6
209806_at	85236	HIST1H2BK	chr6p21.33	1	1	0	0	0	0	0	0	1	0	0	histone cluster 1, H2bk
121_at	7849	PAX8	chr2q12-q14	1	1	0	0	0	0	0	0	1	0	0	paired box 8
209015_s_at	10049	DNAJB6	chr7q36.3	1	1	0	0	0	0	0	0	1	0	0	DnaJ (Hsp40) homolog, subfamily B, member 6
213453_x_at	2597	GAPDH	chr12p13	1	1	0	0	0	0	0	0	1	0	0	glyceraldehyde-3-phosphate dehydrogenase
222881_at	10855	HPSE	chr4q21.3	1	1	0	0	0	0	0	0	1	0	0	heparanase
207727_s_at	4595	MUTYH	chr1p34.3-p32.1	1	1	0	0	0	0	0	0	1	0	0	mutY homolog (E. coli)
208842_s_at	26003	GORASP2	chr2q31.1-q31.2	1	1	0	0	0	0	0	0	1	0	0	golgi reassembly stacking protein 2, 55kDa
201650_at	3728   3880	JUP /// KRT19	chr17q21 /// chr17q21.2	1	1	0	0	0	0	0	0	1	0	0	junction plakoglobin /// keratin 19
208949_s_at	3958	LGALS3	chr14q21-q22	1	1	0	0	0	0	0	0	1	0	0	lectin, galactoside-binding, soluble, 3
208022_s_at	8555	CDC14B	chr9q22.33	1	1	0	0	0	0	0	0	1	0	0	CDC14 cell division cycle 14 homolog B (S. cerevisiae)
212729_at	1741	DLG3	chrXq13.1	1	1	0	0	0	0	0	0	1	0	0	discs, large homolog 3 (Drosophila)
206622_at	7200	TRH	chr3q13.3-q21	1	1	0	0	0	0	0	0	1	0	0	thyrotropin-releasing hormone
204200_s_at	5155	PDGFB	chr22q12.3-q13.1|22q13.1	1	1	0	0	0	0	0	0	1	0	0	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)
203846_at	22954	TRIM32	chr9q33.1	1	1	0	0	0	0	0	0	1	0	0	tripartite motif-containing 32
208527_x_at	8339   8343   8344   8346   8347	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI	chr6p21.3	1	1	0	0	0	0	0	0	1	0	0	histone cluster 1, H2bc /// histone cluster 1, H2be /// histone cluster 1, H2bf /// histone cluster 1, H2bg /// histone cluster 1, H2bi
208523_x_at	8339   8343   8344   8346   8347	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI	chr6p21.3	1	1	0	0	0	0	0	0	1	0	0	histone cluster 1, H2bc /// histone cluster 1, H2be /// histone cluster 1, H2bf /// histone cluster 1, H2bg /// histone cluster 1, H2bi
235024_at	79960	PHF17	chr4q26-q27	1	1	0	0	0	0	0	0	1	0	0	PHD finger protein 17
201210_at	1654	DDX3X	chrXp11.3-p11.23	1	1	0	0	0	0	0	0	1	0	0	DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked
205063_at	8487	SIP1	chr14q13	1	1	0	0	0	0	0	0	1	0	0	survival of motor neuron protein interacting protein 1
213319_s_at	8531	CSDA	chr12p13.1	1	1	0	0	0	0	0	0	1	0	0	DNA-binding protein A (dbpA) gene, 3' end
209509_s_at	1798	DPAGT1	chr11q23.3	1	1	0	0	0	0	0	0	1	0	0	dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
208490_x_at	8339   8343   8344   8346   8347	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI	chr6p21.3	1	1	0	0	0	0	0	0	1	0	0	histone cluster 1, H2bc /// histone cluster 1, H2be /// histone cluster 1, H2bf /// histone cluster 1, H2bg /// histone cluster 1, H2bi
226110_at	375743	PTAR1	chr9q21.11	1	1	0	0	0	0	0	0	1	0	0	protein prenyltransferase alpha subunit repeat containing 1
1555786_s_at	404093	CUEDC1	chr17q23.2	1	1	0	0	0	0	0	0	1	0	0	CUE domain containing 1
204214_s_at	10981	RAB32	chr6q24.3	1	1	0	0	0	0	0	0	1	0	0	RAB32, member RAS oncogene family
215427_s_at	23174	ZCCHC14	chr16q24.2	1	1	0	0	0	0	0	0	1	0	0	zinc finger, CCHC domain containing 14
212470_at	9043	SPAG9	chr17q21.33	1	1	0	0	0	0	0	0	1	0	0	sperm associated antigen 9
232035_at	121504   554313   8294   8359   8360   8361   8362   8363   8364   8365   8366   8367   8368   8370	HIST1H4A /// HIST1H4B /// HIST1H4C /// HIST1H4D /// HIST1H4E /// HIST1H4F /// HIST1H4H /// HIST1H4I /// HIST1H4J /// HIST1H4K /// HIST1H4L /// HIST2H4A /// HIST2H4B /// HIST4H4	chr12p12.3 /// chr1q21 /// chr6p21.3 /// chr6p21.33 /// chr6p22-p21.3	1	1	0	0	0	0	0	0	1	0	0	histone cluster 1, H4a /// histone cluster 1, H4b /// histone cluster 1, H4c /// histone cluster 1, H4d /// histone cluster 1, H4e /// histone cluster 1, H4f /// histone cluster 1, H4h /// histone cluster 1, H4i /// histone cluster 1, H4j /// histone cluster 1, H4k /// histone cluster 1, H4l /// histone cluster 2, H4a /// histone cluster 2, H4b /// histone cluster 4, H4
214332_s_at	10102	TSFM	chr12q13-q14	1	1	0	0	0	0	0	0	1	0	0	Ts translation elongation factor, mitochondrial
227978_s_at	284273	ZADH2	chr18q22.3	1	1	0	0	0	0	0	0	1	0	0	zinc binding alcohol dehydrogenase domain containing 2
221248_s_at	54904	WHSC1L1	chr8p11.2	1	1	0	0	0	0	0	0	1	0	0	Wolf-Hirschhorn syndrome candidate 1-like 1
217810_x_at	51520	LARS	chr5q32	1	1	0	0	0	0	0	0	1	0	0	leucyl-tRNA synthetase
214455_at	8339   8343   8344   8346   8347	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI	chr6p21.3	1	1	0	0	0	0	0	0	1	0	0	histone cluster 1, H2bc /// histone cluster 1, H2be /// histone cluster 1, H2bf /// histone cluster 1, H2bg /// histone cluster 1, H2bi
231715_s_at	29920	PYCR2	chr1q42.12	1	1	0	0	0	0	0	0	1	0	0	pyrroline-5-carboxylate reductase family, member 2
237300_at	5684	PSMA3	chr14q23	1	1	0	0	0	0	0	0	1	0	0	Proteasome subunit C8
206096_at	7584	ZNF35	chr3p22-p21	1	1	0	0	0	0	0	0	1	0	0	zinc finger protein 35
233917_s_at	4343	MOV10	chr1p13.2	1	1	0	0	0	0	0	0	1	0	0	Mov10, Moloney leukemia virus 10, homolog (mouse)
242517_at	84634	KISS1R	chr19p13.3	1	1	0	0	0	0	0	0	1	0	0	KISS1 receptor
218942_at	79837	PIP4K2C	chr12q13.3	1	1	0	0	0	0	0	0	1	0	0	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma
204313_s_at	1385	CREB1	chr2q34	1	1	0	0	0	0	0	0	1	0	0	cAMP responsive element binding protein 1
225342_at	205   645619	AK3L1 /// AK3L2	chr12p11.21 /// chr1p31.3	1	1	0	0	0	0	0	0	1	0	0	adenylate kinase 3-like 1 /// adenylate kinase 3-like 2
213534_s_at	23178	PASK	chr2q37.3	1	1	0	0	0	0	0	0	1	0	0	PAS domain containing serine/threonine kinase
209496_at	5919	RARRES2	chr7q36.1	1	1	0	0	0	0	0	0	1	0	0	retinoic acid receptor responder (tazarotene induced) 2
201067_at	5701	PSMC2	chr7q22.1-q22.3	1	1	0	0	0	0	0	0	1	0	0	proteasome (prosome, macropain) 26S subunit, ATPase, 2
1554242_a_at	1690	COCH	chr14q12-q13	1	1	0	0	0	0	0	0	1	0	0	coagulation factor C homolog, cochlin (Limulus polyphemus)
214542_x_at	8329   8330   8331   8332   8336   85235   8969	HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AJ /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM	chr6p21.33 /// chr6p22-p21.3 /// chr6p22.1	1	1	0	0	0	0	0	0	1	0	0	histone cluster 1, H2ag /// histone cluster 1, H2ah /// histone cluster 1, H2ai /// histone cluster 1, H2aj /// histone cluster 1, H2ak /// histone cluster 1, H2al /// histone cluster 1, H2am
213006_at	1052	CEBPD	chr8p11.2-p11.1	1	1	0	0	0	0	0	0	1	0	0	CCAAT/enhancer binding protein (C/EBP), delta
208939_at	22929	SEPHS1	chr10p14	1	1	0	0	0	0	0	0	1	0	0	selenophosphate synthetase 1
214948_s_at	7110	TMF1	chr3p21-p12	1	1	0	0	0	0	0	0	1	0	0	TATA element modulatory factor 1
201141_at	10457	GPNMB	chr7p15	1	1	0	0	0	0	0	0	1	0	0	glycoprotein (transmembrane) nmb
202595_s_at	23484	LEPROTL1	chr8p21.2-p21.1	1	1	0	0	0	0	0	0	1	0	0	leptin receptor overlapping transcript-like 1
217805_at	3609	ILF3	chr19p13.2	1	1	0	0	0	0	0	0	1	0	0	interleukin enhancer binding factor 3, 90kDa
200989_at	3091	HIF1A	chr14q21-q24	1	1	0	0	0	0	0	0	1	0	0	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)
229947_at	51050	PI15	chr8q21.11	1	1	0	0	0	0	0	0	1	0	0	peptidase inhibitor 15
225181_at	57492   729446	ARID1B /// LOC729446	chr6q25.1	1	0	1	0	0	0	0	0	0	1	0	AT rich interactive domain 1B (SWI1-like) /// hypothetical LOC729446
235391_at	137392	FAM92A1	chr8q22.1	1	0	1	0	0	0	0	0	0	1	0	family with sequence similarity 92, member A1
218260_at	79016	DDA1	chr19p13.11	1	0	1	0	0	0	0	0	0	1	0	DET1 and DDB1 associated 1
1559307_s_at	5933	RBL1	chr20q11.2	1	0	1	0	0	0	0	0	0	1	0	retinoblastoma-like 1 (p107)
206500_s_at	55320	C14orf106	chr14q21.3	1	0	1	0	0	0	0	0	0	1	0	chromosome 14 open reading frame 106
232048_at	143684	FAM76B	chr11q21	1	0	1	0	0	0	0	0	0	1	0	family with sequence similarity 76, member B
206535_at	6514	SLC2A2	chr3q26.1-q26.2	1	0	1	0	0	0	0	0	0	1	0	solute carrier family 2 (facilitated glucose transporter), member 2
235331_x_at	84333	PCGF5	chr10q23.32	1	0	1	0	0	0	0	0	0	1	0	polycomb group ring finger 5
