ann.probe	tis.cnt	tis	lv.cnt	lv	fdf.pCsc	fdf.EscCsc	g.id.num	out.gid	g.sym	g.chr	n.ann.tsp	g.name	tcnd	cor.mean.csc	cor.mean.p	cor.mean.Esc
1568954_s_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	0.226508893	0.957435311	1	29035	C16orf72	chr16p13.2	2	chromosome 16 open reading frame 72	snail	0.225599047	0.201871016	0.336012327
201484_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.422145708	0.041782477	1	6827	SUPT4H1	chr17q21-q23	4	suppressor of Ty 4 homolog 1 (S. cerevisiae)	snail	0.187982485	0.217387558	0.385695373
204061_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.435400801	-1.485024764	1	5613	PRKX	chrXp22.3	2	"protein kinase, X-linked"	snail	0.2218835	0.226243626	0.446095067
204060_s_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.454711032	-1.478279783	2	5613   5616	PRKX /// PRKY	chrXp22.3 /// chrYp11.2	6	"protein kinase, X-linked /// protein kinase, Y-linked"	snail	0.244151768	0.249814299	0.449445739
60084_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	0.234965356	0.141786409	1	1540	CYLD	chr16q12.1	1	cylindromatosis (turban tumor syndrome)	snail	0.220174694	0.175804532	0.450285648
202716_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.036481491	1.06029982	1	5770	PTPN1	chr20q13.1-q13.2	6	"protein tyrosine phosphatase, non-receptor type 1"	snail	0.262238152	0.28971473	0.207787325
223849_s_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.076378447	1.403117198	1	4343	MOV10	chr1p13.2	9	"Mov10, Moloney leukemia virus 10, homolog (mouse)"	snail	0.202700886	0.229890569	0.336884384
216061_x_at	2	colon gbm	"1,1"	"nov_set.a,nov_set.a"	-0.038508759	-0.209909475	1	5155	PDGFB	chr22q12.3-q13.1|22q13.1	4	platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)	sf	0.273099463	0.279823923	0.367922122
208579_x_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.072617748	0.86979796	1	54145	H2BFS	chr21q22.3	1	"H2B histone family, member S"	sf	0.231252854	0.218660233	0.398904356
202043_s_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.015315645	-0.268786041	1	6611	SMS	chrXp22.1	6	spermine synthase	sf	0.230320491	0.220474259	0.432539107
201129_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.059808587	-0.877488954	1	6432	SFRS7	chr2p22.1	5	"splicing factor, arginine/serine-rich 7, 35kDa"	sf	0.269079434	0.236949104	0.449816117
222428_s_at	2	colon gbm	"1,1"	"nov_set.a,nov_set.a"	0.18451	0.245478428	1	51520	LARS	chr5q32	5	leucyl-tRNA synthetase	sf	0.239084512	0.297803932	0.481842308
209806_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.224259409	0.344368859	1	85236	HIST1H2BK	chr6p21.33	6	"histone cluster 1, H2bk"	sf	0.249941975	0.250907174	0.334622707
121_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.081601589	0.338299812	1	7849	PAX8	chr2q12-q14	12	paired box 8	sf	0.256734513	0.209909456	0.479112006
206622_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.320697828	-0.529467173	1	7200	TRH	chr3q13.3-q21	2	thyrotropin-releasing hormone	sf	0.242394237	0.299421242	0.185119529
208523_x_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.128198429	0.352924955	5	8339   8343   8344   8346   8347	HIST1H2BC /// HIST1H2BE /// HIST1H2BF /// HIST1H2BG /// HIST1H2BI	chr6p21.3	8	"histone cluster 1, H2bc /// histone cluster 1, H2be /// histone cluster 1, H2bf /// histone cluster 1, H2bg /// histone cluster 1, H2bi"	sf	0.234545265	0.240407951	0.409880866
1555786_s_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.049392608	-0.509348797	1	404093	CUEDC1	chr17q23.2	4	CUE domain containing 1	sf	0.214153572	0.291006597	0.372891293
227978_s_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.246080933	0.457015526	1	284273	ZADH2	chr18q22.3	4	zinc binding alcohol dehydrogenase domain containing 2	sf	0.250121119	0.287436213	0.279642201
214948_s_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	0.526081147	-0.440771104	1	7110	TMF1	chr3p21-p12	1	TATA element modulatory factor 1	sf	0.264161687	0.283792363	0.438149021
218260_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.05003951	0.668251361	1	79016	DDA1	chr19p13.11	5	DET1 and DDB1 associated 1	lg	0.191229371	0.226573195	0.324318441
208024_s_at	2	colon breast	"1,1"	"nov_set.a,nov_set.a"	-0.411681625	0.739774367	2	8214   85359	DGCR6 /// DGCR6L	chr22q11 /// chr22q11.21|22q11	14	DiGeorge syndrome critical region gene 6 /// DiGeorge syndrome critical region gene 6-like	lg	0.275465627	0.236205006	0.248695836
231325_at	2	breast gbm	"1,1"	"lv_set.a,lv_set.a"	-0.030417488	-1.60959897	1	137970	UNC5D	chr8p12	1	"CDNA FLJ34994 fis, clone OCBBF2011283"	snail	0.252986619	0.273460261	0.486174388
215218_s_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	-0.662004919	-0.637243842	1	284403	WDR62	chr19q13.12	6	WD repeat domain 62	br	0.237175146	0.209572677	0.382874947
211999_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	-0.379147864	-0.672832532	3	3020   3021   440926	H3F3A /// H3F3B /// LOC440926	chr17q25 /// chr1q41 /// chr2q31.1	6	"H3 histone, family 3A /// H3 histone, family 3B (H3.3B) /// H3 histone, family 3A pseudogene"	br	0.236226113	0.222268174	0.415149292
212727_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	-0.329755275	-1.217302756	1	1741	DLG3	chrXq13.1	6	"discs, large homolog 3 (Drosophila)"	snail	0.247267901	0.242082555	0.372273204
213110_s_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	0.378752946	-0.002529763	1	1287	COL4A5	chrXq22	7	"collagen, type IV, alpha 5"	snail	0.219358753	0.248807546	0.472966118
214366_s_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	-0.608653048	-0.286715445	1	240	ALOX5	chr10q11.2	8	arachidonate 5-lipoxygenase	snail	0.229100611	0.288107765	0.228926893
226810_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	0.660228904	0.998242012	1	79627	OGFRL1	chr6q13	1	opioid growth factor receptor-like 1	snail	0.246134237	0.274077879	0.430698691
218937_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	0.460629032	0.488857846	1	54925	ZNF434	chr16p13.3	5	zinc finger protein 434	snail	0.189380008	0.206161668	0.368334055
1557798_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	-0.700293215	-0.889634419	1	10330	CNPY2	chr12q15	1	Saposin-like protein	lg	0.151869793	0.229049931	0.259421723
1555953_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	-0.604222658	-0.095943364	1	6573	SLC19A1	chr21q22.3	1	"solute carrier family 19 (folate transporter), member 1"	lg	0.232261098	0.248202946	0.325030727
204126_s_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	-0.436306515	0.230848573	1	8318	CDC45L	chr22q11.21	14	CDC45 cell division cycle 45-like (S. cerevisiae)	lg	0.289131154	0.249465315	0.425908472
224232_s_at	2	breast sf	"1,1"	"nov_set.a,nov_set.a"	-0.469678978	-0.188802074	1	27166	PRELID1	chr5q35.3	8	PRELI domain containing 1	lg	0.242623953	0.277776406	0.420952309
2028_s_at	2	breast gbm	"1,1"	"nov_set.a,nov_set.a"	-0.58558158	0.485487735	1	1869	E2F1	chr20q11.2	6	E2F transcription factor 1	lg	0.272900466	0.223193279	0.418078006
222640_at	2	breast gbm	"1,1"	"g.lv7.ALL,g.lv7.ALL"	-0.319093984	-1.909193531	1	1788	DNMT3A	chr2p23	10	DNA (cytosine-5-)-methyltransferase 3 alpha	x	0.217415929	0.228293034	0.375863365
230208_at	2	breast gbm	"1,1"	"g.lv7.ALL,g.lv7.ALL"	-0.076907403	-1.805784589	1	10021	HCN4	chr15q24-q25	1	hyperpolarization activated cyclic nucleotide-gated potassium channel 4	x	0.263513578	0.333675731	0.184541081
214396_s_at	2	breast gbm	"1,1"	"g.lv7.ALL,g.lv7.ALL"	-0.011418877	-2.016759467	1	8932	MBD2	chr18q21	2	methyl-CpG binding domain protein 2	x	0.232566954	0.196476791	0.225416759
224975_at	2	breast gbm	"1,1"	"g.lv6.csc.Esc,g.lv6.csc.Esc"	0.228249081	1.694573699	1	4774	NFIA	chr1p31.3-p31.2	6	nuclear factor I/A	x	0.256776964	0.258606179	0.224844601
230943_at	2	breast gbm	"1,1"	"g.lv5.p.csc,g.lv5.p.csc"	-0.042894489	-1.180198587	1	64321	SOX17	chr8q11.23	2	SRY (sex determining region Y)-box 17	x	0.177982321	0.177554855	0.215002698
1554776_at	2	breast gbm	"1,1"	"g.lv5.p.csc,g.lv5.p.csc"	0.004086616	-1.754457461	1	132625	ZFP42	chr4q35.2	4	zinc finger protein 42 homolog (mouse)	x	0.228211205	0.212749482	0.368591272
1559748_at	2	breast gbm	"1,1"	"g.lv3.csc,g.lv3.csc"	-0.543112816	-1.1613	1	57188	ADAMTSL3	chr15q25.2	3	ADAMTS-like 3	x	0.166358458	0.271686321	0.438154675
238542_at	1	lung	2	lv_set.a g.lv6.csc.Esc	0.436540154	1.973463103	1	80328	ULBP2	chr6q25	5	UL16 binding protein 2	atrt	0.25468029	0.226134669	0.218078162
206912_at	1	lung	1	lv_set.a	0.063776366	0.63185579	1	2304	FOXE1	chr9q22	3	forkhead box E1 (thyroid transcription factor 2)	atrt	0.238622845	0.261311193	0.389236622
201971_s_at	1	lung	2	lv_set.a g.lv3.csc	0.4005928	1.5327599	1	523	ATP6V1A	chr3q13.2-q13.31	6	"ATPase, H+ transporting, lysosomal 70kDa, V1 subunit A"	atrt	0.26550623	0.26815853	0.363297491
205436_s_at	1	lung	1	lv_set.a	-1.013193071	0.035206941	1	3014	H2AFX	chr11q23.2-q23.3	5	"H2A histone family, member X"	atrt	0.233017083	0.244988075	0.339155806
228213_at	1	lung	1	lv_set.a	-0.46720591	0.609328609	1	55766	H2AFJ	chr12p12	1	"H2A histone family, member J"	atrt	0.195380121	0.223375755	0.189631422
244133_at	1	lung	1	lv_set.a	0.6147827	-0.764868226	1	25862	USP49	chr6p21	1	ubiquitin specific peptidase 49	atrt	0.207049308	0.21040596	0.329923401
209864_at	1	lung	2	lv_set.a g.lv7.ALL	0.08161114	-1.655416383	1	23401	FRAT2	chr10q24.1	4	frequently rearranged in advanced T-cell lymphomas 2	br	0.214887623	0.260874377	0.270910878
207914_x_at	1	lung	2	lv_set.a g.lv3.csc	-0.132208304	-1.261895163	1	2128	EVX1	chr7p15-p14	4	even-skipped homeobox 1	br	0.197721158	0.26861475	0.429110688
213849_s_at	1	lung	2	lv_set.a g.lv5.p.csc	-0.146091664	-1.762759969	1	5521	PPP2R2B	chr5q31-q32	17	"protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform"	snail	0.190682994	0.234890563	0.456628407
205043_at	1	lung	1	nov_set.a	-0.750405479	-0.419242971	1	1080	CFTR	chr7q31.2	2	"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)"	com	0.22078502	0.28794983	0.369938086
211713_x_at	1	lung	1	nov_set.a	-0.652036147	0.683369749	1	9768	KIAA0101	chr15q22.31	5	KIAA0101	com	0.2357205	0.259110632	0.329033676
203978_at	1	lung	1	nov_set.a	-0.617722681	-0.138875229	1	4682	NUBP1	chr16p13.13	6	"nucleotide binding protein 1 (MinD homolog, E. coli)"	com	0.218727197	0.233698607	0.421636982
201236_s_at	1	lung	1	nov_set.a	0.031756844	0.603657545	1	7832	BTG2	chr1q32	4	"BTG family, member 2"	atrt	0.20485551	0.207743178	0.219144607
228851_s_at	1	lung	1	nov_set.a	-0.10091038	0.492359899	1	2029	ENSA	chr1q21.2	22	endosulfine alpha	atrt	0.262518196	0.28662184	0.305118562
208805_at	1	lung	1	nov_set.a	-0.212189803	0.194266287	2	5687   9692	KIAA0391 /// PSMA6	chr14q13 /// chr14q13.2	11	"KIAA0391 /// proteasome (prosome, macropain) subunit, alpha type, 6"	atrt	0.209664012	0.191881437	0.356953888
227271_at	1	lung	1	nov_set.a	0.081250183	-1.262732513	1	2256	FGF11	chr17p13.1	4	fibroblast growth factor 11	atrt	0.216423503	0.194663168	0.328332912
224130_s_at	1	lung	1	nov_set.a	-0.364470248	0.462904214	1	10011	SRA1	chr5q31.3	7	steroid receptor RNA activator 1	atrt	0.22207644	0.265653724	0.387714373
210969_at	1	lung	1	nov_set.a	0.326341953	0.8522212	1	5586	PKN2	chr1p22.2	1	protein kinase N2	atrt	0.234022393	0.213271261	0.211473702
224062_x_at	1	lung	1	nov_set.a	-0.315058696	-0.837046564	1	9622	KLK4	chr19q13.41	3	kallikrein-related peptidase 4	atrt	0.236711431	0.32013343	0.363017579
213790_at	1	lung	1	nov_set.a	0.108742889	0.485584887	1	8038	ADAM12	chr10q26.3	1	ADAM metallopeptidase domain 12	atrt	0.264509508	0.249908765	0.220653118
226212_s_at	1	lung	1	nov_set.a	0.145780843	-0.573744096	1	3643	INSR	chr19p13.3-p13.2	4	insulin receptor	atrt	0.230973963	0.211316754	0.371481894
208216_at	1	lung	1	nov_set.a	0.258037549	1.064681934	1	1748	DLX4	chr17q21.33	7	distal-less homeobox 4	atrt	0.238031298	0.192055546	0.183268798
1553963_at	1	lung	1	nov_set.a	-0.57654308	-0.240073028	1	388	RHOB	chr2p24	4	"ras homolog gene family, member B"	atrt	0.15858256	0.183861339	0.276777013
218807_at	1	lung	1	nov_set.a	-0.005367289	-0.160778566	1	10451	VAV3	chr1p13.3	5	vav 3 guanine nucleotide exchange factor	atrt	0.242431419	0.228972354	0.395050209
213943_at	1	lung	1	nov_set.a	0.319560235	0.246609482	1	7291	TWIST1	chr7p21.2	2	twist homolog 1 (Drosophila)	atrt	0.277738889	0.278573146	0.335018426
1554680_s_at	1	lung	1	nov_set.a	-0.47783867	-0.768315598	1	3788	KCNS2	chr8q22	4	"potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2"	atrt	0.185263911	0.226970793	0.385001944
230425_at	1	lung	1	nov_set.a	0.170039393	-0.651546736	1	2047	EPHB1	chr3q21-q23	3	EPH receptor B1	atrt	0.283329717	0.26724102	0.328064706
203037_s_at	1	lung	1	nov_set.a	0.193430132	0.601584447	1	9788	MTSS1	chr8p22	6	metastasis suppressor 1	atrt	0.168584665	0.216710314	0.383114071
227958_s_at	1	lung	1	nov_set.a	-0.066644499	-0.31050837	1	2934	GSN	chr9q33	30	"CDNA FLJ38961 fis, clone NT2RI2000276, highly similar to Gelsolin precursor"	atrt	0.187319462	0.20215691	0.389055497
207464_at	1	lung	1	nov_set.a	0.031754504	0.586328656	1	10768	AHCYL1	chr1p13.2	1	S-adenosylhomocysteine hydrolase-like 1	atrt	0.249653697	0.165205021	0.277108814
208704_x_at	1	lung	1	nov_set.a	0.103659922	-0.230170353	1	334	APLP2	chr11q23-q25|11q24	7	amyloid beta (A4) precursor-like protein 2	atrt	0.235924232	0.189866809	0.342551515
202203_s_at	1	lung	1	nov_set.a	0.345518132	0.623017374	1	267	AMFR	chr16q21	2	autocrine motility factor receptor	atrt	0.273773759	0.265511521	0.365318359
201639_s_at	1	lung	1	nov_set.a	0.065009507	0.452717864	1	29894	CPSF1	chr8q24.23	5	"cleavage and polyadenylation specific factor 1, 160kDa"	atrt	0.240664222	0.229770586	0.384948774
238682_at	1	lung	1	nov_set.a	-0.537658476	0.387286631	1	257236	CCDC96	chr4p16.1	2	coiled-coil domain containing 96	atrt	0.236281545	0.179024736	0.417635039
208248_x_at	1	lung	1	nov_set.a	0.198931975	0.002497662	1	334	APLP2	chr11q23-q25|11q24	10	amyloid beta (A4) precursor-like protein 2	atrt	0.228825704	0.185312797	0.337106093
201879_at	1	lung	1	nov_set.a	0.396751736	0.56130392	1	25820	ARIH1	chr15q24	2	"ariadne homolog, ubiquitin-conjugating enzyme E2 binding protein, 1 (Drosophila)"	atrt	0.245625287	0.243799669	0.282615548
213276_at	1	lung	1	nov_set.a	0.024836078	-0.240429125	1	816	CAMK2B	chr22q12|7p14.3-p14.1	1	calcium/calmodulin-dependent protein kinase II beta	atrt	0.190888993	0.172699518	0.408822323
224864_at	1	lung	1	nov_set.a	-0.444476569	0.349799918	1	10011	SRA1	chr5q31.3	3	steroid receptor RNA activator 1	atrt	0.215453581	0.245910649	0.383435106
232846_s_at	1	lung	1	nov_set.a	0.104417256	-0.275307497	1	64072	CDH23	chr10q21-q22	14	cadherin-like 23	atrt	0.185488387	0.248597299	0.208482104
219203_at	1	lung	1	nov_set.a	-0.634850813	-0.05550798	1	51016	FAM158A	chr14q11.2	4	"family with sequence similarity 158, member A"	atrt	0.245874957	0.267820678	0.392980788
223772_s_at	1	lung	1	nov_set.a	-0.238152241	0.554856193	1	25963	TMEM87A	chr15q15.1	1	transmembrane protein 87A	atrt	0.219648401	0.303759297	0.312717696
208703_s_at	1	lung	1	nov_set.a	0.160217987	0.494593251	1	334	APLP2	chr11q23-q25|11q24	10	amyloid beta (A4) precursor-like protein 2	atrt	0.235514945	0.202543807	0.369351946
229397_s_at	1	lung	1	nov_set.a	-0.282962393	0.814903292	1	2909	GRLF1	chr19q13.3	17	"CDNA FLJ56603 complete cds, highly similar to Glucocorticoid receptor DNA-binding factor 1"	atrt	0.242339799	0.260972296	0.33401523
201733_at	1	lung	1	nov_set.a	0.211614824	0.900970236	1	1182	CLCN3	chr4q33	5	chloride channel 3	atrt	0.227585511	0.308762467	0.405188898
209715_at	1	lung	1	nov_set.a	-0.534017606	-0.100172788	1	23468	CBX5	chr12q13.13	9	"chromobox homolog 5 (HP1 alpha homolog, Drosophila)"	atrt	0.238613768	0.263702614	0.390412439
212918_at	1	lung	1	nov_set.a	0.237303739	0.433981342	1	5965	RECQL	chr12p12	2	RecQ protein-like (DNA helicase Q1-like)	atrt	0.22859905	0.335139374	0.484605162
225077_at	1	lung	1	nov_set.a	0.540814937	0.852761382	1	1106	CHD2	chr15q26	2	chromodomain helicase DNA binding protein 2	atrt	0.2407564	0.301723453	0.431789601
216609_at	1	lung	1	nov_set.a	0.04757852	0.109803659	1	7295	TXN	chr9q31	1	Full length insert cDNA clone YI46D09	atrt	0.228276544	0.229104444	0.299699732
222530_s_at	1	lung	1	nov_set.a	0.068320183	0.599314463	1	8195	MKKS	chr20p12	9	McKusick-Kaufman syndrome	atrt	0.214057293	0.224883183	0.344423719
202164_s_at	1	lung	1	nov_set.a	0.185691875	0.867848809	1	9337	CNOT8	chr5q31-q33	7	"CCR4-NOT transcription complex, subunit 8"	atrt	0.197457453	0.222206403	0.384190339
205251_at	1	lung	1	nov_set.a	-0.216775817	0.496618591	1	8864	PER2	chr2q37.3	3	period homolog 2 (Drosophila)	atrt	0.233646796	0.18321429	0.416965723
214474_at	1	lung	1	nov_set.a	0.355500624	-0.646167982	1	5565	PRKAB2	chr1q21.1	4	"protein kinase, AMP-activated, beta 2 non-catalytic subunit"	atrt	0.239567229	0.282773471	0.235915
203201_at	1	lung	1	nov_set.a	-0.253832395	-0.310987141	1	5373	PMM2	chr16p13.3-p13.2	5	phosphomannomutase 2	atrt	0.216601601	0.2130754	0.332564477
206794_at	1	lung	1	nov_set.a	-0.035414519	-0.860598205	1	2066	ERBB4	chr2q33.3-q34	4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)	atrt	0.200198795	0.17333585	0.435608149
201248_s_at	1	lung	1	nov_set.a	0.537925259	0.385187539	1	6721	SREBF2	chr22q13	6	sterol regulatory element binding transcription factor 2	atrt	0.240853382	0.305076168	0.359040953
200094_s_at	1	lung	1	nov_set.a	0.090178172	0.376509075	1	1938	EEF2	chr19pter-q12	2	eukaryotic translation elongation factor 2	br	0.244064097	0.235338067	0.418121653
213030_s_at	1	lung	1	nov_set.a	-0.073634776	0.795069117	1	5362	PLXNA2	chr1q32.2	6	plexin A2	snail	0.236645914	0.238383795	0.291567258
206069_s_at	1	lung	1	nov_set.a	0.179927437	-0.437797099	1	33	ACADL	chr2q34-q35	4	"acyl-Coenzyme A dehydrogenase, long chain"	snail	0.238442747	0.260280698	0.305394296
231930_at	1	lung	1	nov_set.a	0.511594236	0.109314678	1	55531	ELMOD1	chr11q22.3	5	ELMO/CED-12 domain containing 1	lg	0.249179242	0.183022173	0.433766633
230318_at	1	lung	1	nov_set.a	-0.10335441	0.359383377	1	5265	SERPINA1	chr14q32.1	11	"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1"	lg	0.211007924	0.218791942	0.366843886
202408_s_at	1	lung	1	nov_set.a	-0.577858723	-0.230976814	1	26121	PRPF31	chr19q13.42	3	PRP31 pre-mRNA processing factor 31 homolog (S. cerevisiae)	lg	0.248067703	0.222106016	0.188339376
226882_x_at	1	lung	1	nov_set.a	-0.702866446	-0.171484021	1	10785	WDR4	chr21q22.3	7	WD repeat domain 4	lg	0.260387963	0.301041744	0.28772772
209971_x_at	1	lung	1	nov_set.a	-0.76417081	-0.794658325	1	7965	JTV1	chr7p22	8	JTV1 gene	lg	0.224879799	0.194967686	0.407661561
211762_s_at	1	lung	1	nov_set.a	-0.450958331	-0.42221666	2	3838   728860	KPNA2 /// LOC728860	chr17q24.2	12	"karyopherin alpha 2 (RAG cohort 1, importin alpha 1) /// karyopherin alpha-2 subunit like"	lg	0.264364528	0.237596885	0.426168185
210000_s_at	1	lung	1	nov_set.a	-0.536091131	-0.31545555	1	8651	SOCS1	chr16p13.13	4	suppressor of cytokine signaling 1	lg	0.188994417	0.221176628	0.372054154
218227_at	1	lung	1	nov_set.a	-0.783295343	-0.621632674	1	10101	NUBP2	chr16p13.3	1	"nucleotide binding protein 2 (MinD homolog, E. coli)"	lg	0.203653821	0.256427463	0.2847106
220536_at	1	lung	1	g.lv7.ALL	-0.26559127	-2.038148611	1	55237	C14orf115	chr14q24.3	3	chromosome 14 open reading frame 115	x	0.250161518	0.199306381	0.343859857
221933_at	1	lung	1	g.lv7.ALL	-0.111800438	-1.96465661	1	57502	NLGN4X	chrXp22.32-p22.31	5	"neuroligin 4, X-linked"	x	0.241041663	0.276623015	0.447564308
202484_s_at	1	lung	1	g.lv7.ALL	0.042601088	2.026676349	1	8932	MBD2	chr18q21	5	methyl-CpG binding domain protein 2	x	0.244664216	0.197141993	0.232343006
216831_s_at	1	lung	1	g.lv5.p.csc	0.046246994	-1.620816055	1	862	RUNX1T1	chr8q22	16	"runt-related transcription factor 1; translocated to, 1 (cyclin D-related)"	x	0.231449885	0.2226965	0.332969791
210198_s_at	1	lung	1	g.lv5.p.csc	-0.076402093	-1.85648932	1	5354	PLP1	chrXq22	9	proteolipid protein 1	x	0.201730298	0.234596131	0.408246099
203102_s_at	1	lung	1	g.lv5.p.csc	0.003880074	1.506217577	1	4247	MGAT2	chr14q21	2	"mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase"	x	0.196229372	0.212004688	0.370552895
226143_at	1	lung	1	g.lv5.p.csc	0.013781579	1.842035943	1	10743	RAI1	chr17p11.2	3	retinoic acid induced 1	x	0.22133996	0.175303203	0.334482321
205720_at	1	lung	1	g.lv3.csc	-0.340581884	-1.457473558	1	5443	POMC	chr2p23.3	9	proopiomelanocortin	x	0.178583885	0.195890864	0.421825356
203356_at	1	lung	1	g.lv3.csc	0.512486526	1.271940058	1	23473	CAPN7	chr3p24	4	calpain 7	x	0.23943255	0.246412057	0.404003153
202118_s_at	1	lung	1	g.lv3.csc	0.262540399	1.553207768	1	8895	CPNE3	chr8q21.3	5	copine III	x	0.240369902	0.221239037	0.437399614
213348_at	1	atrt	1	lv_set.a	0.950670453	-0.583954675	1	1028	CDKN1C	chr11p15.5	5	"cyclin-dependent kinase inhibitor 1C (p57, Kip2)"	br	0.219233611	0.211670851	0.180526825
229944_at	1	atrt	1	lv_set.a	-0.067751702	-0.996894485	1	4986	OPRK1	chr8q11.2	4	"opioid receptor, kappa 1"	cn	0.197423409	0.198900287	0.26872013
217404_s_at	1	atrt	1	lv_set.a	0.44351251	-0.338704019	1	1280	COL2A1	chr12q13.11	11	"collagen, type II, alpha 1"	cn	0.227122214	0.159336653	0.267731451
213492_at	1	atrt	1	lv_set.a	0.384059286	-0.723656428	1	1280	COL2A1	chr12q13.11	9	"collagen, type II, alpha 1"	cn	0.222388999	0.230128385	0.296302564
235342_at	1	atrt	1	lv_set.a	0.757184275	0.267765142	1	50859	SPOCK3	chr4q32.3	5	"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3"	cn	0.239691501	0.172171419	0.184043466
214099_s_at	1	atrt	1	nov_set.a	1.01445472	1.123955381	1	9659	PDE4DIP	chr1q12	8	phosphodiesterase 4D interacting protein	com	0.249374289	0.273144761	0.389796431
236711_at	1	atrt	1	nov_set.a	-0.828264309	-0.914991757	1	84107	ZIC4	chr3q24	7	Zic family member 4	atrt	0.183683716	0.251657381	0.296974153
218222_x_at	1	atrt	1	nov_set.a	0.358174354	1.364901108	1	405	ARNT	chr1q21	13	aryl hydrocarbon receptor nuclear translocator	br	0.226360146	0.321851585	0.275389461
215664_s_at	1	atrt	1	nov_set.a	0.121658908	0.295648135	1	2044	EPHA5	chr4q13.1	5	EPH receptor A5	br	0.20644714	0.194626722	0.220217595
204096_s_at	1	atrt	1	nov_set.a	0.091505063	-0.37420912	1	8178	ELL	chr19p13.1	4	elongation factor RNA polymerase II	br	0.22100719	0.17134042	0.342330593
234854_at	1	atrt	1	nov_set.a	-0.44091193	-0.417713923	1	23195	MDN1	chr6q15	4	"MDN1, midasin homolog (yeast)"	br	0.240279202	0.259319572	0.231133573
206258_at	1	atrt	1	nov_set.a	-0.764254214	-0.783177834	1	29906	ST8SIA5	chr18q21.1	5	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"	br	0.146900444	0.270543468	0.209113278
236645_at	1	atrt	1	nov_set.a	0.143628133	0.156765322	1	26959	HBP1	chr7q22-q31	1	HMG-box transcription factor 1	cn	0.192260859	0.197895913	0.178757953
206115_at	1	atrt	1	nov_set.a	0.183689829	0.556116651	1	1960	EGR3	chr8p23-p21	2	early growth response 3	cn	0.196780993	0.306754113	0.176002469
1556874_a_at	1	atrt	1	nov_set.a	-0.102282183	-1.029090418	1	51320	MEX3C	chr18q21.2	1	mex-3 homolog C (C. elegans)	cn	0.23481569	0.328661639	0.371907463
212312_at	1	atrt	1	nov_set.a	-0.015372766	0.914633223	1	598	BCL2L1	chr20q11.21	8	BCL2-like 1	cn	0.302147272	0.249444566	0.314984624
238370_x_at	1	atrt	1	nov_set.a	0.201936705	0.022476218	1	6146	RPL22	chr1p36.3-p36.2	19	"Full open reading frame cDNA clone RZPDo834F116D for gene RPL22, ribosomal protein L22; complete cds, incl. stopcodon"	cn	0.208409674	0.149309668	0.183645259
1554737_at	1	atrt	1	nov_set.a	0.0730334	-0.459670754	1	2201	FBN2	chr5q23-q31	1	fibrillin 2	cn	0.17966624	0.269893925	0.361106015
202307_s_at	1	atrt	1	nov_set.a	-0.118944686	1.452502051	1	6890	TAP1	chr6p21.3	8	"transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)"	cn	0.275898545	0.222532179	0.404567494
